assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	R13ASB603  ,	38,	2470,	2022/4/1 下午 05:16:04,	WSM       ,	Y,	2320,	R13ASB603  ,	EliteMT      ,	DFN-08YQ2AW    ,	008YQAS032               ,	X200Q.01                                          ,	12320,	0,	2320,	A2,	N,	TSOP  ,	AS,	CEN25QH256ARE1HM{M4RFA}                           ,	MT2022030950             ,	N,	N,	0,	0,	20220401,	201521,	2022/3/24 上午 12:00:00,	AAS008YQ2016A       ,	,	      ,	M,	                         ,	          ,	               ,	CEN25QH256ARE1HM{M4RFA}                           ,	PROD        ,	2022/3/25 上午 12:00:00,	2022/3/26 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/4/7 上午 12:00:00,	12,	,	 F F F B A                                                                      ,	A0803CB1228         ,	14,	Y1,	     ,	AS99    ,	10819240HD               ,	,	,	                                   ,	R13ASB6,	R13ASB603  ,	38,	2470,	2022/4/1 下午 05:16:04,	WSM       ,	Y,
	R13ASB703  ,	38,	2470,	2022/4/1 上午 10:39:44,	WSM       ,	Y,	2320,	R13ASB703  ,	EliteMT      ,	DFN-08YQ2AW    ,	008YQAS032               ,	X201G.01                                          ,	10270,	0,	2320,	A2,	N,	TSOP  ,	AS,	CEN25QH256ARE1HM{M4RFA}                           ,	MT2022030950             ,	N,	N,	0,	0,	20220401,	134733,	2022/3/24 上午 12:00:00,	AAS008YQ2016A       ,	,	      ,	M,	                         ,	          ,	               ,	CEN25QH256ARE1HM{M4RFA}                           ,	PROD        ,	2022/3/25 上午 12:00:00,	2022/3/26 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/4/7 上午 12:00:00,	12,	,	 F F F B A                                                                      ,	A0803CB1228         ,	14,	Y1,	     ,	AS99    ,	10819240HD               ,	,	,	                                   ,	R13ASB7,	R13ASB703  ,	38,	2470,	2022/4/1 上午 10:39:44,	WSM       ,	Y,
	R13ASCA03  ,	43,	2470,	2022/4/2 上午 02:18:55,	WSM       ,	Y,	2430,	R13ASCA03  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2AJA.01                                          ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022031073             ,	N,	N,	0,	0,	20220403,	62002,	2022/3/26 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/4 上午 12:00:00,	12,	,	 E I F A B                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS03    ,	108192HF42               ,	,	,	                                   ,	R13ASCA,	R13ASCA03  ,	43,	2470,	2022/4/2 上午 02:18:55,	WSM       ,	Y,
	R13ASCA11  ,	42,	2470,	2022/4/2 上午 04:52:42,	WSM       ,	Y,	2430,	R13ASCA11  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2AJA.01                                          ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022031073             ,	N,	N,	0,	0,	20220402,	114417,	2022/3/26 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/4 上午 12:00:00,	12,	,	 E I F A B                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS03    ,	108192HF42               ,	,	,	                                   ,	R13ASCA,	R13ASCA11  ,	42,	2470,	2022/4/2 上午 04:52:42,	WSM       ,	Y,
	R13ASCB02  ,	42,	2470,	2022/4/2 下午 02:38:40,	WSM       ,	Y,	2430,	R13ASCB02  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2AK6.01                                          ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022031073             ,	N,	N,	0,	0,	20220403,	4919,	2022/3/26 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/6 上午 12:00:00,	12,	,	 E I F A B                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS99    ,	108192HF42               ,	,	,	                                   ,	R13ASCB,	R13ASCB02  ,	42,	2470,	2022/4/2 下午 02:38:40,	WSM       ,	Y,
	R13ASCB09  ,	44,	2470,	2022/4/3 上午 01:19:02,	WSM       ,	Y,	2320,	R13ASCB09  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2AK6.01                                          ,	8640,	0,	2320,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022031073             ,	N,	N,	0,	0,	20220403,	43738,	2022/3/26 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/6 上午 12:00:00,	12,	,	 E I F A B                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS99    ,	108192HF42               ,	,	,	                                   ,	R13ASCB,	R13ASCB09  ,	44,	2470,	2022/4/3 上午 01:19:02,	WSM       ,	Y,
	R13ASCF03  ,	42,	2470,	2022/4/2 上午 02:27:59,	WSM       ,	Y,	2430,	R13ASCF03  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS018               ,	P2AJE.01                                          ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AS,	F50L1G41LBM1AM{M9ZFK-200um}                       ,	MT2022031071             ,	N,	N,	0,	0,	20220402,	141331,	2022/3/27 上午 12:00:00,	AAS008YQ2002B       ,	,	      ,	M,	                         ,	          ,	               ,	F50L1G41LBM1AM{M9ZFK-200um}                       ,	PROD        ,	2022/4/1 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/6 上午 12:00:00,	12,	,	 K O F D A                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS99    ,	108192HF42               ,	,	,	                                   ,	R13ASCF,	R13ASCF03  ,	42,	2470,	2022/4/2 上午 02:27:59,	WSM       ,	Y,
	R13ASCF10  ,	42,	2470,	2022/4/2 上午 03:04:24,	WSM       ,	Y,	2430,	R13ASCF10  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS018               ,	P2AJE.01                                          ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AS,	F50L1G41LBM1AM{M9ZFK-200um}                       ,	MT2022031071             ,	N,	N,	0,	0,	20220402,	153057,	2022/3/27 上午 12:00:00,	AAS008YQ2002B       ,	,	      ,	M,	                         ,	          ,	               ,	F50L1G41LBM1AM{M9ZFK-200um}                       ,	PROD        ,	2022/4/1 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/6 上午 12:00:00,	12,	,	 K O F D A                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS99    ,	108192HF42               ,	,	,	                                   ,	R13ASCF,	R13ASCF10  ,	42,	2470,	2022/4/2 上午 03:04:24,	WSM       ,	Y,
	R13ASCJ07  ,	9,	2210,	2022/4/3 上午 06:35:12,	WSM       ,	Y,	2209,	R13ASCJ07  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2AKN.01                                          ,	4320,	0,	2209,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022031072             ,	N,	N,	0,	0,	20220403,	63511,	2022/3/28 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/4/2 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/9 上午 12:00:00,	12,	,	 E I F A A                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS99    ,	108192HF42               ,	,	,	                                   ,	R13ASCJ,	R13ASCJ07  ,	9,	2210,	2022/4/3 上午 06:35:12,	WSM       ,	Y,
	R13BWF803  ,	2,	2470,	2022/3/31 上午 06:09:20,	WSM       ,	Y,	3720,	R13BWF803  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220331,	60919,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF803  ,	2,	2470,	2022/3/31 上午 06:09:20,	WSM       ,	Y,
	R13BWF807  ,	2,	2470,	2022/3/31 下午 01:34:52,	WSM       ,	Y,	3720,	R13BWF807  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220331,	133452,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF807  ,	2,	2470,	2022/3/31 下午 01:34:52,	WSM       ,	Y,
	R13BWF811  ,	2,	2470,	2022/3/31 下午 08:28:21,	WSM       ,	Y,	3720,	R13BWF811  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220331,	202820,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF811  ,	2,	2470,	2022/3/31 下午 08:28:21,	WSM       ,	Y,
	R13BWF815  ,	2,	2470,	2022/4/1 上午 04:03:03,	WSM       ,	Y,	3720,	R13BWF815  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220401,	40303,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF815  ,	2,	2470,	2022/4/1 上午 04:03:03,	WSM       ,	Y,
	R13BWF819  ,	2,	2470,	2022/4/1 上午 11:48:26,	WSM       ,	Y,	3720,	R13BWF819  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220401,	114826,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF819  ,	2,	2470,	2022/4/1 上午 11:48:26,	WSM       ,	Y,
	R13BWF823  ,	2,	2470,	2022/4/1 下午 09:19:13,	WSM       ,	Y,	3720,	R13BWF823  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220401,	211913,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF823  ,	2,	2470,	2022/4/1 下午 09:19:13,	WSM       ,	Y,
	R13BWF827  ,	2,	2470,	2022/4/2 上午 04:54:48,	WSM       ,	Y,	3720,	R13BWF827  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220402,	45448,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF827  ,	2,	2470,	2022/4/2 上午 04:54:48,	WSM       ,	Y,
	R13BWF831  ,	2,	2470,	2022/4/2 上午 11:32:23,	WSM       ,	Y,	3720,	R13BWF831  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220402,	113224,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF831  ,	2,	2470,	2022/4/2 上午 11:32:23,	WSM       ,	Y,
	R13BWF835  ,	2,	2470,	2022/4/2 下午 05:59:33,	WSM       ,	Y,	3720,	R13BWF835  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220402,	175933,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF835  ,	2,	2470,	2022/4/2 下午 05:59:33,	WSM       ,	Y,
	R13BWF839  ,	2,	2470,	2022/4/3 上午 12:42:59,	WSM       ,	Y,	3720,	R13BWF839  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220403,	4259,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF839  ,	2,	2470,	2022/4/3 上午 12:42:59,	WSM       ,	Y,
	R13BWF843  ,	2,	2470,	2022/4/3 上午 07:11:14,	WSM       ,	Y,	3720,	R13BWF843  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF04A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220403,	71114,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF8,	R13BWF843  ,	2,	2470,	2022/4/3 上午 07:11:14,	WSM       ,	Y,
	R13BWF902  ,	2,	2470,	2022/4/1 上午 06:22:54,	WSM       ,	Y,	3720,	R13BWF902  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF22A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220401,	62253,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF9,	R13BWF902  ,	2,	2470,	2022/4/1 上午 06:22:54,	WSM       ,	Y,
	R13BWF906  ,	2,	2470,	2022/4/1 下午 02:26:37,	WSM       ,	Y,	3720,	R13BWF906  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF22A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220401,	142636,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF9,	R13BWF906  ,	2,	2470,	2022/4/1 下午 02:26:37,	WSM       ,	Y,
	R13BWF910  ,	2,	2470,	2022/4/1 下午 10:23:45,	WSM       ,	Y,	3720,	R13BWF910  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF22A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220401,	222345,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF9,	R13BWF910  ,	2,	2470,	2022/4/1 下午 10:23:45,	WSM       ,	Y,
	R13BWF914  ,	2,	2470,	2022/4/2 上午 04:53:44,	WSM       ,	Y,	3720,	R13BWF914  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF22A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220402,	45344,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF9,	R13BWF914  ,	2,	2470,	2022/4/2 上午 04:53:44,	WSM       ,	Y,
	R13BWF918  ,	2,	2470,	2022/4/2 下午 12:12:13,	WSM       ,	Y,	3720,	R13BWF918  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF22A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220402,	121212,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF9,	R13BWF918  ,	2,	2470,	2022/4/2 下午 12:12:13,	WSM       ,	Y,
	R13BWF922  ,	2,	2470,	2022/4/2 下午 09:16:19,	WSM       ,	Y,	3720,	R13BWF922  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF22A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220402,	211619,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF9,	R13BWF922  ,	2,	2470,	2022/4/2 下午 09:16:19,	WSM       ,	Y,
	R13BWF926  ,	2,	2470,	2022/4/3 上午 03:53:27,	WSM       ,	Y,	3720,	R13BWF926  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF22A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220403,	35327,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWF9,	R13BWF926  ,	2,	2470,	2022/4/3 上午 03:53:27,	WSM       ,	Y,
	R13BWFH03  ,	2,	2470,	2022/4/2 上午 06:20:09,	WSM       ,	Y,	3720,	R13BWFH03  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF03A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220402,	62008,	2022/3/25 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/2 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWFH,	R13BWFH03  ,	2,	2470,	2022/4/2 上午 06:20:09,	WSM       ,	Y,
