ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,Unnamed: 31,G.UPH,N.UPH,wip_outplan_time,ent_weight
BBB36,,UTC2000,QC,,,,,,ABU200N74005A,,,,,,,,,,,,TA-A10,05/31/2022 MP,2200,,,R18YZBR06,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,147.2436,130.7891,,
BBC01,,MAXUM-PLUS,RUNNING,R20MSJ205,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5599,33424,2022/5/17 02:43,2022/5/17 22:59,MTI,FBGA-96UEC,1077336.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R20MSGG03,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 22:59,65135.70833
BBC02,,MAXUM-PLUS,RUNNING,R20MSJ406,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5560,34912,2022/5/17 06:07,2022/5/18 02:15,MTI,FBGA-96UEC,1083676.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R20MSGI03,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/18 02:15,65135.70833
BBC03,,MAXUM-PLUS,RUNNING,R20MSJD04,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5562,39978,2022/5/16 12:12,2022/5/17 08:20,MTI,FBGA-96UEC,1093646.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R19MSHQ06,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 08:20,65135.70833
BBC04,,MAXUM-PLUS,RUNNING,R20MSJ701,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,4853,4853,2022/5/16 18:52,2022/5/17 12:27,MTI,FBGA-96UEC,1088356.036,,276.3423,,,TB-B18,,2200,,,R19MSHY02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 12:27,65135.70833
BBC05,,MAXUM-PLUS,RUNNING,R20MSJ407,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,1508,34912,2022/5/17 06:10,2022/5/17 11:41,MTI,FBGA-96UEC,1083676.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R20MSGG02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 11:41,65135.70833
BBC06,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/17 01:36,,,,,,,,,TB-B18,,2200,,,R20MSGI04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC07,,MAXUM-PLUS,RUNNING,R20MSJ202,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5600,33424,2022/5/17 01:33,2022/5/17 21:49,MTI,FBGA-96UEC,1077336.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R20MSJ101,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 21:49,65135.70833
BBC08,,MAXUM-PLUS,RUNNING,R20MSJD01,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5495,39978,2022/5/16 12:17,2022/5/17 08:10,MTI,FBGA-96UEC,1093646.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R19MSI103,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 08:10,65135.70833
BBC09,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/17 01:41,,,,,,,,,TB-B18,,2200,,,R19MSHW06,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC10,,MAXUM-PLUS,IDLE,,R20MSAJ05,,,,AMS078C93001B,,,2022/5/17 07:37,,,,,,,,,TB-B18,,2200,,,R20MSAG03,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,,296.107,263.017,,
BBC11,,MAXUM-PLUS,RUNNING,R20MSJ401,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5573,34912,2022/5/16 18:53,2022/5/17 15:03,MTI,FBGA-96UEC,1083676.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R20MSGH03,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 15:03,65135.70833
BBC12,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/17 07:10,,,,,,,,,TB-B18,,2200,,,R20MSGG05,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC13,,MAXUM-PLUS,RUNNING,R20MSJ601,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5560,40269,2022/5/16 22:25,2022/5/17 18:33,MTI,FBGA-96UEC,1087436.006,,276.3423,,,TB-B18,,2200,,,R19MSHZ02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 18:33,65135.70833
BBC14,,MAXUM-PLUS,RUNNING,R20MSAI06,,2200,078U9MS017,V00H DA1 X8 9F9CE8{A},AMS078C93001B,4999,38599,2022/5/16 20:55,2022/5/17 13:49,MTI,FBGA-78U9,608624K.00K,,296.107,,,TB-B18,05/17/2022 SP,2200,1091A06T21,,R20MSAG04,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,,296.107,263.017,2022/5/17 13:49,40154.80833
BBC15,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/17 02:10,,,,,,,,,TB-B18,05/18/2022 SP,2200,,,R20MSJD08,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC16,,MAXUM-PLUS,RUNNING,R20MSJ403,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5568,34912,2022/5/16 22:09,2022/5/17 18:18,MTI,FBGA-96UEC,1083676.006,,276.3423,,,TB-B18,05/19/2022 SP,2200,1091A06T41,,R20MSGG07,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 18:18,65135.70833
BBC17,,MAXUM-PLUS,RUNNING,R20MSJD05,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5548,39978,2022/5/16 15:59,2022/5/17 12:03,MTI,FBGA-96UEC,1093646.006,,276.3423,,,TB-B18,05/20/2022 SP,2200,1091A06T41,,R19MSHZ01,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 12:03,65135.70833
BBC18,,MAXUM-PLUS,RUNNING,R20MSJD02,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5596,39978,2022/5/16 16:01,2022/5/17 12:16,MTI,FBGA-96UEC,1093646.006,,276.3423,,,TB-B18,05/21/2022 SP,2200,1091A06T41,,R19MSHQ05,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 12:16,65135.70833
BBC19,,MAXUM-PLUS,RUNNING,R20MSJD03,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5591,39978,2022/5/16 21:02,2022/5/17 17:16,MTI,FBGA-96UEC,1093646.006,,276.3423,,,TB-B18,05/22/2022 SP,2200,1091A06T41,,R20MSGH02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 17:16,65135.70833
BBC20,,MAXUM-PLUS,RUNNING,R20MSJ404,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5583,34912,2022/5/16 21:00,2022/5/17 17:12,MTI,FBGA-96UEC,1083676.006,,276.3423,,,TB-B18,05/23/2022 SP,2200,1091A06T41,,R19MSHY06,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 17:12,65135.70833
BBC21,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/17 04:18,,,,,,,,,TB-B18,05/24/2022 SP,2200,,,R20MSGH06,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC22,,MAXUM-PLUS,RUNNING,R20MSJ203,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5600,33424,2022/5/16 21:04,2022/5/17 17:20,MTI,FBGA-96UEC,1077336.006,,276.3423,,,TB-B18,05/25/2022 SP,2200,1091A06T41,,R19MSHW01,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 17:20,65135.70833
BBC23,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/17 02:09,,,,,,,,,TB-B18,05/26/2022 SP,2200,,,R20MSGG06,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC24,,MAXUM-PLUS,RUNNING,R20MSJ204,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5600,33424,2022/5/17 01:30,2022/5/17 21:46,MTI,FBGA-96UEC,1077336.006,,276.3423,,,TB-B18,05/27/2022 SP,2200,1091A06T41,,R20MSGI01,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 21:46,65135.70833
BBC25,,MAXUM-PLUS,RUNNING,R20MSJ402,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5560,34912,2022/5/16 20:57,2022/5/17 17:04,MTI,FBGA-96UEC,1083676.006,,276.3423,,,TB-B18,05/28/2022 SP,2200,1091A06T41,,R19MSHZ05,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 17:04,65135.70833
BBC26,,MAXUM-PLUS,RUNNING,R20MSBJ01,,2200,078U9MS017,V00H DA1 X8 9F9CE8,AMS078C93001B,6632,24295,2022/5/16 23:19,2022/5/17 21:43,MTI,FBGA-78U9,HK94YT3.11,,296.107,,,TB-B18,05/29/2022 SP,2200,,,R19MSJU06,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,,296.107,263.017,2022/5/17 21:43,40154.80833
BBC27,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/17 03:02,,,,,,,,,TB-B18,05/30/2022 SP,2200,,,R19MSHW02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC28,,MAXUM-PLUS,RUNNING,R19MSK804,,2200,096ECMS013,V00H TW1 X16 9FA552{AC},AMS096EC3001B,5521,39709,2022/5/16 22:41,2022/5/17 19:49,MTI,FBGA-96UEC,251225B.00L,,261.1095,,,TB-B18,05/31/2022 SP,2200,1091A06T21,,R19MSKC04,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 19:49,158084.0417
BBC29,,MAXUM-PLUS,RUNNING,R20MSB601,,2200,078U9MS017,V00H DA1 X8 9F9CE8,AMS078C93001B,6664,38832,2022/5/16 23:34,2022/5/17 22:04,MTI,FBGA-78U9,611288K.00K,,296.107,,,TB-B18,,2200,1091A06T21,,R19MSJU05,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,,296.107,263.017,2022/5/17 22:04,40154.80833
BBC30,,MAXUM-PLUS,RUNNING,R20MSB904,,2200,096ECMS010,V00H TW1 X16 9FA552{A},AMS096EC3001B,5572,41715,2022/5/16 14:55,2022/5/17 12:15,MTI,FBGA-96UEC,610540K.00K,,261.1095,,,TB-B18,,2200,1091A06T21,,R19MSJW01,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 12:15,158084.0417
BBC31,,MAXUM-PLUS,RUNNING,R20MSBT07,,2200,096ECMS010,V00H TW1 X16 9FA552{A},AMS096EC3001B,5560,39844,2022/5/17 01:52,2022/5/17 23:10,MTI,FBGA-96UEC,611665K.00K,,261.1095,,,TB-B18,,2200,,,R20MSFG03,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 23:10,158084.0417
BBC32,,MAXUM-PLUS,RUNNING,R19MSK705,,2200,096ECMS013,V00H TW1 X16 9FA552{AC},AMS096EC3001B,5600,37750,2022/5/17 01:17,2022/5/17 22:44,MTI,FBGA-96UEC,251380B.00L,,261.1095,,,TB-B18,,2200,1091A06T21,,R20MSAL01,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 22:44,158084.0417
BBC33,,MAXUM-PLUS,RUNNING,R20MSDD09,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,2569,31049,2022/5/16 21:03,2022/5/17 07:24,MTI,FBGA-78UEN,253266B.00L,,248.977,,,TB-B18,,2200,1091A06T21,,R20MSD709,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 07:24,87283.96667
BBC34,,MAXUM-PLUS,RUNNING,R20MSBC02,,2200,096ECMS010,V00H TW1 X16 9FA552{A},AMS096EC3001B,5600,41581,2022/5/17 02:05,2022/5/17 23:32,MTI,FBGA-96UEC,611517K.00K,,261.1095,,,TB-B18,,2200,1091A06T21,,R20MSAP08,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 23:32,158084.0417
BBC35,,MAXUM-PLUS,RUNNING,R20MSAJ04,,2200,078U9MS017,V00H DA1 X8 9F9CE8{A},AMS078C93001B,6719,40405,2022/5/16 20:38,2022/5/17 19:19,MTI,FBGA-78U9,611490K.00K,,296.107,,,TB-B18,,2200,1091A06T21,,R20MSAI01,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,,296.107,263.017,2022/5/17 19:19,40154.80833
BBC36,,MAXUM-PLUS,RUNNING,R20MSJ206,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5425,33424,2022/5/17 07:36,2022/5/18 03:14,MTI,FBGA-96UEC,1077336.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R19MSHW02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/18 03:14,65135.70833
BBC37,,MAXUM-PLUS,RUNNING,R20MSJA04,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5555,40024,2022/5/17 07:33,2022/5/18 03:39,MTI,FBGA-96UEC,1091726.006,,276.3423,,,TB-B18,,2200,,,R19MSHZ07,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/18 03:39,65135.70833
BBC38,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/16 23:28,,,,,,,,,TB-B18,,2200,,,R20MSGG04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC39,,MAXUM-PLUS,RUNNING,R20MSEV04,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,31102,2022/5/16 21:12,2022/5/17 11:34,MTI,FBGA-78UEN,253680B.00L,,248.977,,,TB-B18,,2200,1091A06T21,,R20MSD708,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 11:34,87283.96667
BBC40,,MAXUM-PLUS,RUNNING,R20MSJ201,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5600,33424,2022/5/16 20:48,2022/5/17 17:04,MTI,FBGA-96UEC,1077336.006,,276.3423,,,TB-B18,,2200,1091A06T41,,R19MSHZ06,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 17:04,65135.70833
BBC41,,MAXUM-PLUS,RUNNING,R20MSEW09,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,2497,30967,2022/5/17 04:50,2022/5/17 14:54,MTI,FBGA-78UEN,254618B.00L,,248.977,,,TB-B18,,2200,1091A06T21,,R20MSDH04,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 14:54,87283.96667
BBC42,3579,MAXUM-PLUS,RUNNING,R20MSDM02,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3600,31279,2022/5/17 07:39,2022/5/17 22:06,MTI,FBGA-78UEN,253344B.00L,,248.977,,,TB-B18,,2200,,,R20MSDG07,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 22:06,87283.96667
BBC43,,MAXUM-PLUS,IDLE,,,,,,AMS078EN1001A,,,2022/5/17 07:45,,,,,,,,,TB-B18,,2200,,,R20MSEV03,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,,
BBC44,,MAXUM-PLUS,IN-REPAIR,R20MSEW05,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3496,30967,2022/5/17 07:40,2022/5/17 07:46,MTI,FBGA-78UEN,254618B.00L,UCA,248.977,,,TB-B18,05/17/2022 MP,2200,1091A06T21,,R20MSCQ07,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 07:46,87283.96667
BBC45,,MAXUM-PLUS,RUNNING,R20MSET02,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3540,31176,2022/5/17 01:51,2022/5/17 16:05,MTI,FBGA-78UEN,253560B.00L,,248.977,,,TB-B18,05/18/2022 MP,2200,1091A06T21,,R20MSD506,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 16:05,87283.96667
BBC46,,MAXUM-PLUS,RUNNING,R20MSJD06,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5600,39978,2022/5/16 20:52,2022/5/17 17:08,MTI,FBGA-96UEC,1093646.006,,276.3423,,,TB-B18,05/19/2022 MP,2200,1091A06T41,,R19MSHW04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,2022/5/17 17:08,65135.70833
BBC47,,MAXUM-PLUS,RUNNING,R20MSDC07,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,30930,2022/5/16 21:15,2022/5/17 11:37,MTI,FBGA-78UEN,253734B.00L,,248.977,,,TB-B18,05/20/2022 MP,2200,1091A06T21,,R20MSD705,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 11:37,87283.96667
BBC48,,MAXUM-PLUS,IDLE,,,,,,AMS078EN1001A,,,2022/5/17 07:18,,,,,,,,,TB-B18,05/21/2022 MP,2200,,,R20MSEW04,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,,
BBC49,,MAXUM-PLUS,IDLE,,,,,,AMS096EC1002A,,,2022/5/16 23:48,,,,,,,,,TB-B18,05/22/2022 MP,2200,,,R20MSGH05,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,276.3423,245.4611,,
BBC50,,MAXUM-PLUS,RUNNING,R20MSBB03,,2200,096ECMS010,V00H TW1 X16 9FA552{A},AMS096EC3001B,5565,41017,2022/5/17 04:34,2022/5/18 01:53,MTI,FBGA-96UEC,611520K.00K,,261.1095,,,TB-B18,05/23/2022 MP,2200,1091A06T21,,R19MSJW05,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/18 01:53,158084.0417
BBC51,,MAXUM-PLUS,RUNNING,R20MSEV06,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,31102,2022/5/16 21:13,2022/5/17 11:36,MTI,FBGA-78UEN,253680B.00L,,248.977,,,TB-B18,05/24/2022 MP,2200,1091A06T21,,R20MSD308,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 11:36,87283.96667
BBC52,,MAXUM-PLUS,RUNNING,R20MSET05,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3540,31176,2022/5/17 07:40,2022/5/17 21:54,MTI,FBGA-78UEN,253560B.00L,,248.977,,,TB-B18,05/25/2022 MP,2200,1091A06T21,,R20MSEX09,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 21:54,87283.96667
BBC53,,MAXUM-PLUS,IDLE,,,,,,AMS078EN1001A,,,2022/5/17 07:39,,,,,,,,,TB-B18,05/26/2022 MP,2200,,,R20MSDH08,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,,
BBC54,,MAXUM-PLUS,RUNNING,R20MSDK01,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3600,31112,2022/5/17 03:08,2022/5/17 17:35,MTI,FBGA-78UEN,254038B.00L,,248.977,,,TB-B18,05/27/2022 MP,2200,,,R20MSD509,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 17:35,87283.96667
BBC55,,MAXUM-PLUS,RUNNING,R20MSEV09,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,2736,31102,2022/5/17 03:39,2022/5/17 14:40,MTI,FBGA-78UEN,253680B.00L,,248.977,,,TB-B18,05/28/2022 MP,2200,1091A06T21,,R20MSDG04,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 14:40,87283.96667
BBC56,,MAXUM-PLUS,RUNNING,R20MSEY02,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,31041,2022/5/16 21:23,2022/5/17 11:46,MTI,FBGA-78UEN,254459B.00L,,248.977,,,TB-B18,05/29/2022 MP,2200,1091A06T21,,R20MSD309,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 11:46,87283.96667
BBC57,,MAXUM-PLUS,RUNNING,R20MSDG08,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,30955,2022/5/16 16:10,2022/5/17 06:33,MTI,FBGA-78UEN,253912B.00L,,248.977,,,TB-B18,05/30/2022 MP,2200,1091A06T21,,R20MSDE06,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 06:33,87283.96667
BBC58,,MAXUM-PLUS,RUNNING,R19MSK805,,2200,096ECMS013,V00H TW1 X16 9FA552{AC},AMS096EC3001B,5560,39709,2022/5/16 12:45,2022/5/17 10:03,MTI,FBGA-96UEC,251225B.00L,,261.1095,,,TB-B18,05/31/2022 MP,2200,1091A06T21,,R19MSK101,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 10:03,158084.0417
BBC59,,MAXUM-PLUS,RUNNING,R20MSBC05,,2200,096ECMS010,V00H TW1 X16 9FA552{A},AMS096EC3001B,5600,41581,2022/5/17 02:11,2022/5/17 23:38,MTI,FBGA-96UEC,611517K.00K,,261.1095,,,TB-B18,05/25/2022 AP,2200,1091A06T21,,R19MSKC08,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 23:38,158084.0417
BBC60,,MAXUM-PLUS,RUNNING,R20MSFG06,,2200,096ECMS010,V00H TW1 X16 9FA552,AMS096EC3001B,5600,40854,2022/5/17 02:23,2022/5/17 23:49,MTI,FBGA-96UEC,253185B.00L,,261.1095,,,TB-B18,05/26/2022 AP,2200,1091A06T21,,R19MSKC04,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 23:49,158084.0417
BBD01,,MAXUM-PLUS,RUNNING,R20MSDN03,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,31360,2022/5/16 23:08,2022/5/17 13:30,MTI,FBGA-78UEN,253732B.00L,,248.977,,,TB-B9,,2200,1091A06T21,,R20MSD503,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 13:30,87283.96667
BBD02,,MAXUM-PLUS,IDLE,,,,,,ABW032YF1012A,,,2022/5/17 07:14,,,,,,,,,TB-B9,,2200,,,R20BWE110,QFN-32YF1A,AKM,ABW032YF1012A,1091A07C41,,362.0654,321.6046,,
BBD03,,MAXUM-PLUS,RUNNING,R20MSEW08,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3560,30967,2022/5/16 22:37,2022/5/17 12:55,MTI,FBGA-78UEN,254618B.00L,,248.977,,,TB-B9,,2200,1091A06T21,,R20MSDG02,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 12:55,87283.96667
BBD09,,MAXUM-PLUS,IN-REPAIR,R20MSES02,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3520,31221,2022/5/17 07:56,2022/5/17 14:57,MTI,FBGA-78UEN,253647B.00L,C3,248.977,,,TB-B14,,2200,1091A06T21,,R20MSDH03,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 14:57,87283.96667
BBD10,,MAXUM-PLUS,WAIT-REPAIR,,,,,,ABW036AB1004A,,,2022/5/16 06:34,,,,,MAL,,,,TB-B14,,2200,,,R20BWD514,QFN-36AB1,AKM,ABW036AB1004A,1091A07C41,,255.4947,226.9432,,
BBD11,,MAXUM-PLUS,RUNNING,R20MSBS03,,2200,096ECMS010,V00H TW1 X16 9FA552{A},AMS096EC3001B,5520,19234,2022/5/16 17:10,2022/5/17 14:19,MTI,FBGA-96UEC,611658K.00K,,261.1095,,,TB-B14,,2200,1091A06T21,,R19MSKC06,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 14:19,158084.0417
BBD12,,MAXUM-PLUS,RUNNING,R19ABNR12,,2200,008YQAB072,AAG070900/KF/F25Q512JVEIQ,AAB008YQ2022A,2160,32317,2022/5/17 05:44,2022/5/17 08:08,WINBOND,DFN-08YQ2A,M21801700,,898.0667,,,TB-B14,,2200,1091A07T21,,R19ABNQ07,DFN-08YQ2A,WINBOND,AAB008YQ2022A,1091A07T21,,898.0667,797.7077,2022/5/17 08:08,3813.514286
BBD13,,MAXUM-PLUS,RUNNING,R19MSK107,,2200,096ECMS010,V00H TW1 X16 9FA552{A},AMS096EC3001B,5546,41512,2022/5/16 13:31,2022/5/17 10:45,MTI,FBGA-96UEC,251541B.00L,,261.1095,,,TB-B14,,2200,1091A06T21,,R19MSJX04,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,261.1095,231.9305,2022/5/17 10:45,158084.0417
BBD14,,MAXUM-PLUS,IDLE,,,,,,AMS078EN1001A,,,2022/5/17 07:46,,,,,,,,,TB-B14,,2200,,,R20MSDL03,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,,
BBD15,,MAXUM-PLUS,RUNNING,R20MSET06,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3513,31176,2022/5/17 07:14,2022/5/17 21:21,MTI,FBGA-78UEN,253560B.00L,,248.977,,,TB-B14,,2200,1091A06T21,,R20MSEY01,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,248.977,221.1538,2022/5/17 21:21,87283.96667
