part_no,product_id,route,pin_package,die_size,die_pad_size,qty1,qty2,qty3,desc,die_size_pad_size,column,row,die,hb_design_version,wc_design_version,hb_series_no,wc_series_no,hb_unit_price,wc_unit_price,
	A0801CB1102,	FBGA-96L,	,	,	,	,	40,	0,	40,	SH (UTC-2000:SK3299/01)每個BLOCK有5直5橫共25 Die;2020/2/24 流水序號已到H040;W040,	7.5x13x1.0,	5,	5,	25,	SK3299/01,	SK3299/01,	H040,	W040,	,	,
	A0803CB0871,	STBGA-24L,	,	,	,	5.208*6.532mm(205*25,	2,	0,	2,	SH( K&S:H/B:SK6384/01;W/C:SK6384/01 );每個BLOCK有6直6橫共36顆Die ; 2018/10/16流水序號已到H002 ; W002,	5.208*6.532mm(205*257mil),	6,	6,	36,	SK6384/01,	SK6384/01,	H002,	W002,	NA,	NA,
	A0801CB1176,	STBGA 132L,	,	,	,	,	120,	0,	120,	SH (UTC-2000:HB:SK3333/01;WC:SK3333/02)每個BLOCK有1直5橫共5 Die;2019/5/16;流水序號已到H120;W122,	12.175*6.286um,	1,	5,	5,	SK3333/01,	SK3333/02,	H120,	W122,	3700,	3230,
	A0801CB1178,	,	,	,	,	,	30,	0,	30,	SH (UTC-2000:SK3335/01)每個BLOCK有1直3橫共3 Die;2018/11/06流水序號已到H030;W030,	247*479 mil^2,	1,	3,	3,	SK3335/01,	SK3335/01,	H030,	W030,	,	,
	A0801CB1183,	VTLGA 8L,	,	,	,	,	2,	0,	2,	SH (UTC-2000:HB:SK3337/01;WC:SK3337/02)每個BLOCK有1直13橫共13 Die;2018/11/15流水序號已到H002;W002,	168*484 mil^2,	1,	13,	13,	SK3337/01,	SK3337/02,	H002,	W002,	2750,	5160,
	A0801CB1171,	TSOP1-56,	,	,	,	115*384mil,	2,	0,	2,	SH (UTC-2000:SK3329/01)每個BLOCK有1直2橫共2 Die;2018/10/01;流水序號已到H002;W02,	96*144 mil,	1,	2,	2,	SK3329/01,	SK3329/01,	H002,	W002,	,	,
	A0801CB1170,	TSOP1-48,	,	,	,	338*132 mil,	2,	0,	2,	SH (UTC-2000:SK3330/01)每個BLOCK有1直3橫共3 Die;2018/10/01;流水序號已到H002;W02,	144*96 mil,	1,	3,	3,	SK3330/01,	SK3330/01,	H002,	W002,	,	,
	A0803CB1181,	LGA 44L,	,	,	,	138 x 102 & 219 x 22,	27,	0,	27,	SH( K&S:H/B:SK6404/01;W/C:SK6404/01);每個BLOCK有2直6橫共12顆Die;2021/07/20;流水序號已到W028;H027,	138 x 102 & 219 x 22,	2,	6,	12,	SK6404/01,	SK6404/01,	H027,	W028,	NA,	NA,
	A0803CB1133,	STBGA 24L,	,	,	,	154*233mil,	2,	0,	2,	SH ( K&S:H/B:SK6401/01;W/C:SK6401/01 )每個BLOCK有3直6橫共18 Die;2018/11/22;流水序號已到H002;W002,	154*233mil,	3,	6,	18,	SK6415/01,	SK6415/01,	H002,	W002,	NA,	NA,
	A0803CB1184,	VFBGA60H4U,	,	,	,	8*9*1.0 mm,	2,	0,	2,	SH( K&S:H/B:SK6410/02;W/C:SK6410/03 );每個BLOCK有1直8橫共8顆Die;2019/10/31;流水序號已到W002; H002,	8*9*1.0 mm,	1,	8,	8,	SK6410/02,	SK6410/03,	H002,	W002,	NA,	NA,
	A0803CB1182,	56L StackedBGA,	,	,	,	7*9*1.2 mm,	2,	0,	2,	SH( K&S:H/B:SK6405/01;W/C:SK6405/01);每個BLOCK有2直7橫共14顆Die;2018/11/22;流水序號已到W002;H002,	7*9*1.2 mm,	2,	7,	14,	SK6405/01,	SK6405/01,	H002,	W002,	NA,	NA,
	A0803CB1187,	TSOP2-44L,	,	,	,	400*725 mil,	14,	0,	14,	SH( K&S:H/B:SK6414.2/01;W/C:SK6414.1/01);每個BLOCK有1直3橫共3顆Die;2019/05/27;流水序號已到H014; W014,	93*13 1mil,	1,	3,	3,	SK6414.2/01,	SK6414.1/01,	H014,	W014,	NA,	NA,
	A0801CB1185,	TSOP2-54,	,	,	,	,	2,	0,	2,	SH (UTC-2000 : SK3338/01);每個BLOCK有2直1橫共3Die;2018/11/22流水序號已到H002; W002,	241*315,	2,	1,	2,	SK3338/01,	SK3338/01,	H002,	W002,	1930,	2270,
	A0801CB1186,	TSOP2-54,	,	,	,	,	2,	0,	2,	SH (UTC-2000 : SK3339/01);每個BLOCK有2直1橫共3Die;2018/11/22流水序號已到H002; W002,	241*315,	2,	1,	2,	SK3339/01,	SK3339/01,	H002,	W002,	1930,	2270,
	A0801CB1179,	FBGA-96L,	,	,	,	6.524mmx7.780mm,	3,	0,	3,	SH (UTC-2000:SK3336/01)每個BLOCK有3直1橫共3 Die;2018/11/30;流水序號已到H002;W002,	6.524mmx7.780mm,	3,	1,	3,	SK3336.2,	SK3336.1,	H002,	W002,	NA,	NA,
	A0801CB1190,	LGA 8L,	,	,	,	,	4,	0,	4,	SH (UTC-2000 : SK3342/01);每個BLOCK有1直11橫共11Die;2021/12/29流水序號已到H006; W006,	171*202 mil,	1,	11,	11,	SK3342/01,	SK3342/01,	H005,	W006,	,	,
	A0803CB1188,	LGA 28L,	,	,	,	73*73 /51*139 /219*2,	2,	0,	2,	SH( K&S:H/B:SK6417/01;W/C:SK6417/01);每個BLOCK有3直8橫共24顆Die;2018/12/04;流水序號已到W002;H002,	73*73 /51*139 /219*2,	3,	8,	24,	SK6417/01,	SK6417/01,	H002,	W002,	NA,	NA,
	A0801CB1173,	,	,	,	,	214*189 mil COL type,	14,	0,	14,	SH (UTC-2000:H/B SK3331/02;W/C SK3331/01)每個BLOCK有1直3橫共3 Die;2020/1/20流水序號已到H026;W014,	214*189 mil,	1,	3,	3,	SK3331/02,	SK3331/01,	H026,	W014,	2170,	,
	A0801CB1192,	TSOP1-48,	,	,	,	COL type,	42,	0,	42,	SH (UTC-2000:SK3343/01)每個BLOCK有1直3橫共3 Die;2019/3/15;流水序號已到H042;W042;2019/03/26 評估改善晃動改版(UTC-2000:SK3343/03) 流水序號已到H044;W042(02版僅變更讓位深度200-->70 H043僅驗證不購買),	168*484 mil^2,	1,	3,	3,	SK3343/03,	SK3343/01,	H085,	W042,	3370,	2510,
	A0803CB1169,	FBGA 78L,	,	,	,	5.196mmx9.454mm,	104,	0,	104,	SH(K&S : H/B:SK6425/01; W/C : SK6425/02 )每個BLOCK有5直6橫共30顆Die;2020/03/30;流水序號已到H124;W126; 熱板已送出維修20pcs，剩餘104pcs;壓板124pcs,	5.196mmx9.454mm,	5,	6,	30,	SK6425/01,	SK6425/02,	H124,	W126,	NA,	NA,
	A0803CB1177,	QFN-20YU2D,	,	,	,	46*42,	12,	0,	13,	WY( K&S:H/B:WYH036/02;W/C:WYC036/01);每個BLOCK有1直18橫共18顆Die;2019/3/7;流水序號已到W613;H613,	46*42,	1,	18,	18,	WYH036/02,	WYC036/01,	H613,	W613,	NA,	NA,
	A0803CB1194,	LGA 16L,	,	,	,	8.90 x 11.80x 0.68 m,	2,	0,	2,	SH( K&s:H/B:SK6430/01;W/C:SK6430/01);每個BLOCK有3直7橫共21顆Die;2018/12/27;流水序號已到W002;H002,	8.90 x 11.80x 0.68 m,	3,	7,	21,	SK6430/01,	SK6430/01,	H002,	W002,	NA,	NA,
	A0803CB1197,	LGA 48L,	,	,	,	18.500*12.300 mm,	2,	0,	2,	SH( K&s:H/B:SK6432/01;W/C:SK6432/01);每個BLOCK有1直5橫共5顆Die;2019/01/07;流水序號已到W002;H002,	18.500*12.300 mm,	1,	5,	5,	SK6432/01,	SK6432/01,	H002,	W002,	NA,	NA,
	A0803CB1191,	DFN-08Y62D,	,	,	,	41*110mil,	2,	0,	2,	WY( KnS:H/B:WYH037/01;W/C:WYC037/01);每個BLOCK有1直13橫共13顆Die;2019/01/15;流水序號已到W602;H602,	41*110mil,	1,	13,	13,	WYH037/01,	WYC037/01,	H602,	W602,	NA,	NA,
	A0803CB1195,	STBGA345L,	,	,	,	11.5*13mm,	2,	0,	2,	WY( KnS:H/B:WYH039/01;W/C:WYC039/01);每個BLOCK有1直5橫共5顆Die;2019/01/15;流水序號已到W602;H602,	11.5*13mm,	1,	5,	5,	WYH039/01,	WYC039/01,	H602,	W602,	NA,	NA,
	A0803CB1196,	DFN-08Y62D,	,	,	,	41*110 mil,	10,	0,	10,	WY( K&S:H/B:WYH040/02;W/C:WYC040/02);每個BLOCK有1直13橫共13顆Die;2019/08/15;流水序號已到W610;H610,	81*128 mil,	1,	13,	13,	WYH040/02,	WYC040/02,	H610,	W610,	NA,	NA,
	A0801CB1200,	STBGA 100L,	,	,	,	,	7,	0,	7,	SH (UTC-2000:SK3351/01)每個BLOCK有2直3橫共6 Die;2020/6/12;流水序號已到H007;W07,	470x420mil + 188x59mil,	2,	3,	6,	SK3351/01,	SK3351/01,	H007,	W007,	4150,	2750,
	A0803CB1198,	8L VTLGA,	,	,	,	8 X 6 X 0.8 mm,	2,	0,	2,	SH( K&s:H/B:SK6456/01;W/C:SK6456/01);每個BLOCK有8直6橫共48顆Die;2019/02/20;流水序號已到W002;H002,	8 X 6 X 0.8 mm,	8,	6,	48,	SK6456/01,	SK6456/01,	H002,	W002,	NA,	NA,
	A0801CB1201,	TSOP1-48L,	,	,	,	231*282 mil,	2,	0,	2,	SH (UTC-2000 : SK3353/01);每個BLOCK有1直3橫共3Die;2019/02/21;流水序號已到H002; W002,	220*272 mil,	1,	3,	3,	SK3353/01,	SK3353/01,	H002,	W002,	,	,
	A0803CB1207,	STBGA 168L,	,	,	,	 9.576x12.560mm,	2,	0,	2,	SH( K&s:H/B:SK6471/01;W/C:SK6471/01);每個BLOCK有2直5橫共10顆Die;2019/02/21;流水序號已到W002;H002,	 9.576x12.560mm,	2,	5,	10,	SK6471/01,	SK6471/01,	H002,	W002,	NA,	NA,
	A0803CB1202,	96L FBGA,	,	,	,	 7.5*13*1.0 mm,	2,	0,	2,	SH( K&S:H/B:SK6467/01;W/C:SK6467/01);每個BLOCK有5直5橫共25顆Die;2019/02/25;流水序號已到W002;H002,	 7.5*13*1.0 mm,	5,	5,	25,	SK6467/01,	SK6467/01,	H002,	W002,	NA,	NA,
	A0801CB1193,	MINIBGA-54L,	,	,	,	8x8x1.2,	12,	0,	12,	SH (UTC-2000:SK3344/01)每個BLOCK有8直4橫共32 Die;2018/12/20;流水序號已到H012;W012,	4.670mmx2.000mm(184milx79mil),	8,	4,	32,	SK3344/01,	SK3344/01,	H012,	W012,	NA,	NA,
	A0801CB1199,	MINIBGA-78L,	,	,	,	8x12x1.2,	38,	0,	38,	SH (UTC-2000:SK3350/01)每個BLOCK有5直4橫共20 Die;2019/4/29;流水序號已到H038;W38,	6.078mmx10.952mm(237milx431mil),	5,	4,	20,	SK3350/01,	SK3350/01,	H038,	W038,	NA,	NA,
	A0801CB0832,	DFN-8L,	,	,	,	,	3,	0,	3,	WY (UTC-5000 : WY0032/01);每個BLOCK有1直25橫共25Die;2019/03/06;流水序號已到H001; W001,	1.266x1.215mm(50 x 48 mil),	1,	25,	25,	WY0032/01,	WY0032/01,	H601,	W601,	,	,
	A0801CB1203,	STBGA149L,	,	,	,	,	2,	2,	2,	SH (UTC-2000:SK3354/01)每個BLOCK有2直7橫共14 Die;2019/03/11;流水序號已到H002;W02,	5.060x6.600mm & Thickness 60um,	2,	7,	14,	SK3354/01,	SK3354/01,	H002,	W002,	4810,	3710,
	A0803CB1208,	LGA 16L,	,	,	,	2.730x1.940mm/2.500x,	2,	0,	2,	SH( K&S:H/B:SK6480/01;W/C:SK6480/02);每個BLOCKU有8直19橫共152顆Die;2020/03/04;流水序號已到W004;H002,	2.730x1.940mm/2.500x2.500mm,	8,	19,	152,	SK6480/01,	SK6480/02,	H002,	W004,	NA,	NA,
	A0803CB1210,	TSOP ll 66L,	,	,	,	174*155mil,	10,	0,	10,	SH( K&S:H/B:SK6477/01;W/C:SK6477/01);每個BLOCK有1直3橫共3顆Die;2020/06/03;流水序號已到W010;H010,	174*155mil,	1,	3,	3,	SK6477/01,	SK6477/01,	H010,	W010,	NA,	NA,
	A0803CB1192,	TSOP I 48L,	,	,	,	168*484 mil,	46,	0,	46,	SH( K&S:H/B:SK6479/02;W/C:SK6479/01;PE修改熱板至02版);每個BLOCK有1直3橫共3顆Die;2019/06/27;流水序號已到W047;H048,	168*484 mil,	1,	3,	3,	SK6479/02,	SK6479/01,	H048,	W047,	NA,	NA,
	A0803CB1214,	VFBGA 200L,	,	,	,	8.420x7.097mm,	2,	0,	2,	SH( K&s:H/B:SK6487/01;W/C:SK6487/01);每個BLOCK有1直4橫共4顆Die;2019/04/22;流水序號已到W002;H002,	8.420x7.097mm,	1,	4,	4,	SK6487/01,	SK6487/01,	H002,	W002,	NA,	NA,
	A0803CB1213,	LGA 204L,	,	,	,	14.120x13.940mm,	2,	0,	2,	SH( K&s:H/B:SK6482/01;W/C:SK6482/01);每個BLOCK有1直1橫共1顆Die;2019/04/02;流水序號已到W002;H002,	14.120x13.940mm,	1,	1,	1,	SK6482/01,	SK6482/01,	H002,	W002,	NA,	NA,
	A0803CB1220,	FBGA-84L,	,	,	,	8X12.5X1.2 mm,	2,	0,	2,	SH( K&s:H/B:SK6493/01;W/C:SK6493/01);每個BLOCK有4直5橫共20顆Die;2019/04/30;流水序號已到W002;H002,	8X12.5X1.2 mm,	4,	5,	20,	SK6493/01,	SK6493/01,	H002,	W002,	NA,	NA,
	A0801CB1222,	TSOP1-48L,	,	,	,	,	1,	0,	1,	SH (UTC-2000 : SK3367/01);每個BLOCK有1直3橫共3Die;2019/04/30;流水序號已到H001; W001,	284*329 mil,	1,	3,	3,	SK3367.2/01,	SK3367.1/01,	H001,	W001,	,	,
	A0803CB1323,	STBGA345L,	,	,	,	254x495 mil,	2,	0,	2,	SH( K&S:H/B:SK6774/01;W/C:SK6774/01);每個BLOCK有1直4橫共4顆Die;2021/04/12;流水序號已到W002;H002,	254x495 mil,	1,	4,	4,	SK6774/01,	SK6774/01,	H002,	W002,	NA,	NA,
	A0801CB1218,	LGA 22L,	,	,	,	,	4,	0,	4,	SH (UTC-2000:SK3365/01)每個BLOCK有2直11橫共22 Die;2019/05/06;流水序號已到H002;W002;2021/12/30 H004;W004,	11.300 x 2.970 mm,	2,	11,	22,	SK3365/01,	SK3365/01,	H004,	W004,	3100,	4670,
	A0801CB1219,	FBGA-84L,	,	,	,	,	2,	0,	2,	SH (UTC : SK3366/01);每個BLOCK有4直5橫共20顆Die ;2019/5/7;流水序號已到H002; W002,	8x12.5x1.0,	4,	5,	20,	SK3366/01,	SK3366/01,	H002,	W002,	,	,
	A0801CB1227,	FBGA-60L,	,	,	,	,	2,	0,	2,	SH (UTC : SK3369/01);每個BLOCK有4直5橫共20顆Die ;2019/5/7;流水序號已到H002; W002,	8x13x1.2,	5,	4,	20,	SK3369/01,	SK3369/01,	H002,	W002,	,	,
	A0803CB1217,	LGA 41L,	,	,	,	14.50 x 14.95 x 0.69,	2,	0,	2,	SH( K&s:H/B:SK6502/01;W/C:SK6502/01);每個BLOCK有2直4橫共1顆Die;2019/05/13;流水序號已到W002;H002,	14.50 x 14.95 x 0.695mm,	2,	4,	8,	SK6502/01,	SK6502/01,	H002,	W002,	NA,	NA,
	A0803CB1341,	DFN 8L,	,	,	,	8*6,	2,	0,	2,	SH( K&S:H/B:SK6846/01;W/C:SK6846/01);每個BLOCK有1直13橫共13顆Die;2021/04/13;流水序號已到W002;H002,	8*6,	1,	10,	10,	SK6846/01,	SK6846/01,	H001,	W001,	NA,	NA,
	A0803CB1212,	uSD08AQV,	,	,	,	121*31,	50,	0,	50,	SH(K&S:H/B:SK6503/01;W/C:SK6503/01);每個BLOCK有2直4橫共8顆Die;2021/08/05;流水序號已到W073;H062;2019/05/10;玟揚流水號已到W632;H632，三雄30套，玟揚32套，三雄優先購買,	11*15*1mm,	2,	4,	8,	SK6503/01,	SK6503/01,	H062,	W073,	NA,	NA,
	A0803CB0272,	FBGA 119L,	,	,	,	10*13mm,	2,	0,	2,	SH( K&S:H/B:SK6462/01;W/C:SK6462/01);每個BLOCK有4直3橫共12顆Die;流水序號已到W002;H002,	10*13mm,	4,	3,	12,	SK6462/01,	SK6462/01,	H002,	W002,	NA,	NA,
	A0803CB1129,	STBGA 24L,	,	,	,	6*8mm,	2,	0,	2,	SH( K&S:H/B:SK6497/01;W/C:SK6497/01);每個BLOCK有2直11橫共22顆Die;流水序號已到W002;H002,	6*8mm,	2,	11,	22,	SK6497/01,	SK6497/01,	H002,	W002,	NA,	NA,
	A0803CB1176,	STBGA 132L,	,	,	,	12*18mm,	22,	0,	22,	SH( K&S:H/B:SK6501/01;W/C:SK6501/01);每個BLOCK有1直5橫共5顆Die;2019/07/15流水序號已到W022;H022,	12*18mm,	1,	5,	5,	SK6501/01,	SK6501/01,	H022,	W022,	NA,	NA,
	A0803CB1221,	STBGA 391L,	,	,	,	15*20mm,	2,	0,	2,	SH( K&S:H/B:SK6508/01;W/C:SK6508/01);每個BLOCK有1直3橫共3顆Die;流水序號已到W002;H002,	15*20mm,	1,	3,	3,	SK6508/01,	SK6508/01,	H002,	W002,	NA,	NA,
	A0803CB1225,	STBGA 152L,	,	,	,	14*18mm,	2,	0,	2,	SH( K&S:H/B:SK6498/01;W/C:SK6498/03);每個BLOCK有2直3橫共6顆Die;2020/07/14流水序號已到W004;H002,	14*18mm,	2,	3,	6,	SK6498/01,	SK6498/03,	H002,	W004,	NA,	NA,
	A0803CB1224,	STBGA 153L,	,	,	,	11.5*13mm,	12,	0,	12,	SH(K&S:H/B:SK6505/02;W/C:SK6505/03);每個BLOCK有1直6橫共6顆Die;2019/12/4;流水序號已到W016;H014,	11.5*13mm,	1,	6,	6,	SK6505/02,	SK6505/03,	H014,	W016,	NA,	NA,
	A0803CB1215,	DFN 8L,	,	,	,	3*2mm,	17,	0,	17,	SH(K&S:H/B:SK6510/01;W/C:SK6510/01);每個BLOCK有1直25橫共25顆Die;2019/10/22;流水序號已到W017;H017,	3*2mm,	1,	25,	25,	SK6510/01,	SK6510/01,	H017,	W017,	NA,	NA,
	A0803CB1233,	DFN 8L,	,	,	,	3*4mm,	18,	0,	18,	SH( K&S:H/B:SK6513/01;W/C:SK6513/02);每個BLOCK有1直13橫共13顆Die;2021/07/07;流水序號已到W020;H018,	3*4mm,	1,	13,	13,	SK6513/01,	SK6513/02,	H018,	W020,	NA,	NA,
	A0803CB1229,	DFN-08Y62D,	,	,	,	 3*4mm COL,	2,	0,	2,	SH( KnS:H/B:SK6559/01;W/C:SK6559/01);每個BLOCK有1直16橫共16顆Die;2019/10/09;流水序號已到W002;H002,	1.693*1.409mm,	1,	16,	16,	SK6559/01,	SK6559/01,	H002,	W002,	NA,	NA,
	A0801CB1209,	TSOP1-48L,	,	,	,	,	2,	0,	2,	SH (UTC-2000 : SK3361/01);每個BLOCK有1直3橫共3Die;2019/03/13;流水序號已到H002; W002,	315*358mil & COL TYPE(3531),	1,	3,	3,	SK3361/01,	SK3361/01,	H002,	W002,	,	,
	A0803CB1203,	STBGA 149L,	,	,	,	8*9.85*0.8mm,	2,	0,	2,	SH( K&s:H/B:SK6517/01;W/C:SK6517/01);每個BLOCKU有2直7橫共14顆Die;2019/06/11;流水序號已到W002;H002,	5.060*6.600mm(199*260mil)/8*9.85*0.8mm,	2,	7,	14,	SK6517/01,	SK6517/01,	H002,	W002,	NA,	NA,
	A0803CB1228,	DFN-08YQ2AW,	,	,	,	127*133,	14,	0,	14,	WY( K&S:H/B:WYH038/01;W/C:WYC038/02);每個BLOCK有1直11橫共11顆Die;2020/08/07; 流水序號已到W640;H622,	127*133,	1,	11,	11,	WYH038/01,	WYC038/02,	H622,	W640,	NA,	NA,
	A0803CB1230,	FBGA-78L,	,	,	,	7.5X11X1.0 mm,	2,	0,	2,	SH( K&S:H/B:SK6533/01;W/C:SK6533/01);每個BLOCK有5直6橫共30顆Die;2019/07/10;流水序號已到W002;H002,	7.5X11X1.0 mm,	5,	6,	30,	SK6533/01,	SK6533/01,	H002,	W002,	NA,	NA,
	A0801CB1241,	STBGA156a3C,	,	,	,	,	2,	2,	2,	SH (UTC : SK3380/01);每個BLOCK有1直3橫共3顆Die ;2019/7/29;流水序號已到H002; W002,	6.286*12.175 & 70um,	1,	3,	3,	SK3380/01,	SK3380/01,	H002,	W002,	2350,	2750,
	A0803CB1239,	FBGA-96L,	,	,	,	7.5X13X1.0 mm,	27,	0,	27,	SH( K&S:H/B:SK6536/01;W/C:SK6536/01);每個BLOCK有5直5橫共25顆Die;2021/04/20;流水序號已到H027;W028,	7.5X13X1.0 mm,	5,	5,	25,	SK6536/01,	SK6536/01,	H027,	W028,	NA,	NA,
	A0803CB1240,	FBGA-96L,	,	,	,	7.5X13X1.0 mm,	30,	0,	30,	SH( K&S:H/B:SK6539/01;W/C:SK6539/01);每個BLOCK有5直5橫共25顆Die;2021/08/06;流水序號已到W030;H030,	7.5X13X1.0 mm,	5,	5,	25,	SK6539/01,	SK6539/01,	H030,	W030,	NA,	NA,
	A0803CB1242,	FBGA-96L,	,	,	,	7.5*13*1.0,	2,	0,	2,	SH( K&S:H/B:SK6549.2/01;W/C:SK6549.1/01);每個BLOCK有5直5橫共25顆Die;2020/2/17;流水序號已到W002; H002,	273*309mil & 125 um,	5,	5,	25,	SK6549.2/01,	SK6549.1/01,	H002,	W002,	NA,	NA,
	A0803CB1340,	DFN 8L,	,	,	,	6*5,	2,	0,	2,	SH( K&S:H/B:SK6845/01;W/C:SK6845/01);每個BLOCK有1直12橫共12顆Die;2021/04/13;流水序號已到W002;H002,	6*5,	1,	12,	12,	SK6845/01,	SK6845/01,	H001,	W001,	NA,	NA,
	A0803CB1263,	DFN-8L,	,	,	,	8*6 mil,	2,	0,	2,	SH( K&S:H/B:SK6589/01;W/C:SK6589/01 );每個BLOCK有1直11橫共11顆Die;2020/01/10;流水序號已到W002;H002,	8*6 mil,	1,	11,	11,	SK6589/01,	SK6589/01,	H002,	W002,	NA,	NA,
	A0803CB1231,	LGA 34L,	,	,	,	Chip1-1.862*1.862mm;,	6,	0,	6,	SH( K&S:H/B:SK6556/01;W/C:SK6556/01 );每個BLOCK有3直13橫共39顆Die;2020/03/13; 流水號已到H006;W006,	Chip1-1.862*1.862mm;Chip2-6.240*4.300mm,	3,	13,	39,	SK6556/01,	SK6556/01,	H006,	W006,	NA,	NA,
	A0801CB1248,	STBGA200L,	,	,	,	,	32,	0,	32,	SH (UTC-2000 : SK3386/01);每個BLOCK有2直4橫共8Die;2020/3/23;流水序號已到H032; W032,	5.390x10.000mm,	2,	4,	8,	SK3386/01,	SK3386/01,	H032,	W032,	3850,	2990,
	A0801CB1244,	,	,	,	,	COL,	10,	0,	10,	SH (H/B SK3384/02;W/C SK3384/01) ;2020/4/27流水序號已到 H011;W010,	279x432mil^2,	1,	3,	3,	SK3384/02,	SK3384/01,	H011,	W010,	2155,	2495,
	A0803CB1243,	TSOP1-48L,	,	,	,	432*295 mil,	1,	0,	1,	SH( K&S:H/B:SK6553/02;W/C:SK6553/02 );每個BLOCK有1直3橫共3顆Die;2019/12/17;流水序號已到W003;H003,	432*295 mil,	1,	3,	3,	SK6553/02,	SK6553/02,	H003,	W003,	NA,	NA,
	A0803CB1244,	TSOP1-48L,	,	,	,	279*432 mil,	2,	0,	2,	SH( K&S:H/B:SK6554/03;W/C:SK6554/03);每個BLOCK有1直3橫共3顆Die;2020/02/12;流水序號已到W005;H005,	279*432 mil,	1,	3,	3,	SK6554/03,	SK6554/03,	H005,	W005,	NA,	NA,
	A0803CB1334,	STBGA 96L,	,	,	,	6.386X5.572mm,	2,	0,	2,	K&s:H/B:SK6843/01;W/C:SK6843/01 );每個BLOCK有1直8橫共8顆Die;2021/04/13;流水序號已到W002;H002,	6.386X5.572mm,	1,	8,	8,	SK6843/01,	SK6843/01,	H002,	W002,	NA,	NA,
	A0803CB1252,	LBGA 28L,	,	,	,	CHIP-1 1.304*30536mm,	2,	0,	2,	SH( K&S:H/B:SK6566/01;W/C:SK6566/01 );每個BLOCK有1直5橫共5顆Die;2019/09/30;流水序號已到W002;H002,	CHIP-1 1.304*30536mm ;CHIP-2 5.562*,	1,	5,	5,	SK6566/01,	SK6566/01,	H002,	W002,	NA,	NA,
	A0803CB1253,	LGA 41L,	,	,	,	Chip1-1.494*1.840mm;,	10,	0,	10,	SH( K&S:H/B:SK6569/01;W/C:SK6569/01 );每個BLOCK有1直4橫共4顆Die;2020/01/08;流水序號已到W010;H010,	Chip1-1.494*1.840mm; Chip2-1.862*1.862mm,	1,	4,	4,	SK6569/01,	SK6569/01,	H010,	W010,	NA,	NA,
	A0803CB0616,	TSOP1-48L,	,	,	,	258*228mil,	2,	0,	2,	SH( K&S:H/B:SK6567/01;W/C:SK6567/01 );每個BLOCK有1直3橫共3顆Die;2019/10/01;流水序號已到W002;H002,	258*228mil,	1,	3,	3,	SK6567/01,	SK6567/01,	H002,	W002,	NA,	NA,
	A0803CB1258,	LGA 36L,	,	,	,	3.500*2.600mm (138*1,	1,	0,	1,	SH( K&S:H/B:SK6580/01;W/C:SK6580/01 );每個BLOCK有11直17橫共187顆Die;2019/10/18;流水序號已到W001;H001,	3.500*2.600mm (138*102 mil),	11,	17,	187,	SK6580/01,	SK6580/01,	H001,	W001,	NA,	NA,
	A0803CB1259,	LGA 36L,	,	,	,	3.500*2.600mm (138*1,	1,	0,	1,	XILI( K&S:H/B:194101/01;W/C:194101/01 );每個BLOCK有1直17橫共17顆Die;2019/10/18;流水序號已到W401;H401,	3.500*2.600mm (138*102 mil),	1,	17,	17,	194101/01,	194101/01,	H401,	W401,	NA,	NA,
	A0803CB1262,	LGA 28L,	,	,	,	CHIP1 1.862*1.862mm;,	2,	0,	2,	XILI( K&S:H/B:194203/01;W/C:194203/01 );每個BLOCK有3直8橫共24顆Die;2019/10/27;流水序號已到W402;H402,	CHIP1 1.862*1.862mm;CHIP2 1.304*3.536mm;,	3,	8,	24,	194203/01,	194203/01,	H402,	W402,	NA,	NA,
	A0801CB1243,	,	,	,	,	COL,	1,	0,	1,	熹力 (UTC-2000 : 2019/08/06 S193101/01; 2019/10/28 S193101/02);每個BLOCK有1直3橫共3顆Die ;2019/10/28;流水序號已到H404; W403;2019/12/2 SH (UTC-2000 :SK3383/1) 流水序號 W001 H001,	273*432 mil^2,	1,	3,	3,	SK3383/1,	SK3383/1,	H001,	W001,	2170,	2510,
	A0803CB1254,	VFBGA 48L,	,	,	,	4*6*0.73 mm,	2,	0,	2,	XILI( K&S:H/B:194001/02;W/C:194401/02 );每個BLOCK有1直17橫共17顆Die;2019/11/8;流水序號已到H402;W402,	4*6*0.73 mm,	3,	11,	33,	194001/02,	194001/02,	H402,	W402,	NA,	NA,
	A0803CB1255,	VFBGA63L,	,	,	,	4*6*1.0mm,	5,	0,	5,	SH( K&S:H/B:SK6575/01;W/C:SK6575/01 );每個BLOCK有1直6橫共6顆Die;2020/8/4;流水序號已到W005;H005,	4*6*1.0mm,	1,	6,	6,	SK6575/01,	SK6575/01,	H005,	W005,	NA,	NA,
	A0803CB1261,	Stacked BGA,	,	,	,	10.5*13*1.2 mm,	2,	0,	2,	SH( K&S:H/B:SK6581/01;W/C:SK6581/01 );每個BLOCK有3直5橫共15顆Die;2019/11/8;流水序號已到W002;H002,	10.5*13*1.2 mm,	3,	5,	15,	SK6581/01,	SK6581/01,	H002,	W002,	NA,	NA,
	A0803CB1267,	LGA 22L,	,	,	,	11.300*2.970mm,	10,	0,	10,	SH( K&S:H/B:SK6591/01;W/C:SK6591/01 );每個BLOCK有2直9橫共18顆Die;2020/11/13;流水序號已到W010;H010,	11.300*2.970mm,	2,	9,	18,	SK6591/01,	SK6591/01,	H010,	W010,	NA,	NA,
