part_no,product_id,route,pin_package,die_size,die_pad_size,qty1,qty2,qty3,desc,die_size_pad_size,column,row,die,hb_design_version,wc_design_version,hb_series_no,wc_series_no,hb_unit_price,wc_unit_price,
	A0803CB1270,	STAKED BGA 149L,	,	,	,	7.505*8.400mm(GAA106,	2,	0,	2,	SH( K&S:H/B:SK6597/01;W/C:SK6597/01 );每個BLOCK有1直7橫共7顆Die;2019/11/29;流水序號已到W002;H002,	7.505*8.400mm(GAA106)       5.505*8.240m,	1,	7,	7,	SK6597/01,	SK6597/01,	H002,	W002,	NA,	NA,
	A0801CB1266,	,	,	,	,	COL,	1,	0,	1,	SH (UTC-2000 : SK3401/02);每個BLOCK有1直3橫共3顆Die ;2020/01/22;流水序號已到H002; W002,	193*475 mil^2,	1,	3,	3,	SK3401/02,	SK3401/02,	H002,	W002,	2155,	2495,
	A0803CB1266,	TSOP1-48L,	,	,	,	193*475 mil,	1,	0,	1,	SH( K&S:H/B:SK6600/02;W/C:SK6600/02 );每個BLOCK有1直3橫共3顆Die;2020/01/20;流水序號已到W002;H002,	193*475 mil,	1,	3,	3,	SK6600/02,	SK6600/02,	H002,	W002,	NA,	NA,
	A0803CB1150,	TSOP1-48L,	,	,	,	208*242 mil,	7,	0,	7,	SH( K&S:H/B:SK6609/01;W/C:SK6609/01);每個BLOCK有1直3橫共3顆Die;2021/05/18;流水序號已到W007;H007,	208*242 mil,	1,	3,	3,	SK6608/01,	SK6608/01,	H007,	W007,	NA,	NA,
	A0803CB1268,	FBGA 96L,	,	,	,	7.5*13*1.2mm,	8,	0,	8,	SH( K&S:H/B:SK6594/01;W/C:SK6594/01 );每個BLOCK有5直5橫共25顆Die;2021/01/29;流水序號已到W008;H008,	7.5*13*1.2mm,	5,	5,	25,	SK6594/01,	SK6594/01,	H008,	W008,	NA,	NA,
	A0803CB1269,	FBGA 96L,	,	,	,	7.5*13*1.2mm,	5,	0,	5,	SH( K&S:H/B:SK6595/01;W/C:SK6595/01 );每個BLOCK有5直5橫共25顆Die;2021/01/29;流水序號已到W005;H005,	7.5*13*1.2mm,	5,	5,	25,	SK6595/01,	SK6595/01,	H005,	W005,	NA,	NA,
	A0803CB1271,	FBGA-60L,	,	,	,	8*9.5,	2,	0,	2,	XILI( K&S:H/B:194903/01;W/C:194903/01);每個BLOCK有4直7橫共28顆Die;2020/01/10;流水序號已到W402;H402,	8*9.5,	4,	7,	28,	194903/01,	194903/01,	H402,	W402,	NA,	NA,
	A0803CB1149,	TSOP1-48L,	,	,	,	367*266mil,	2,	0,	2,	SH( K&S:H/B:SK6609/01;W/C:SK6609/01);每個BLOCK有1直3橫共3顆Die;2020/01/09;流水序號已到W002;H002,	357*256 mil/367*266mil,	1,	3,	3,	SK6609/01,	SK6609/01,	H002,	W002,	NA,	NA,
	A0803CB1246,	DFN 8L,	,	,	,	6*5,	2,	0,	2,	SH( K&S:H/B:SK6552/01;W/C:SK6552/01);每個BLOCK有1直13橫共13顆Die;2020/01/17流水序號已到W002;H002:,	6*5,	1,	13,	13,	SK6552/01,	SK6552/01,	H002,	W002,	NA,	NA,
	A0803CB1264,	FBGA 78L,	,	,	,	9*11,	80,	0,	80,	SH(K&S:H/B:SK6859/01;W/C:SK6859/01 );每個BLOCK有5直6橫共30顆Die;2022/02/22;流水序號已到W081;H082，熹力70套已報廢,	9*11,	5,	6,	30,	SK6859/01,	SK6859/01,	H082,	W081,	NA,	NA,
	A0803CB1273,	VFBGA 90L,	,	,	,	8*13,	2,	0,	2,	SH( K&S:H/B:SK6620/01;W/C:SK6620/01 );每個BLOCK有1直8橫共8顆Die;2020/01/17;流水序號已到W002;H002,	8*13,	1,	8,	8,	SK6620/01,	SK6620/01,	H002,	W002,	NA,	NA,
	A0803CB1272,	LGA 34L,	,	,	,	Bottom die 3.536*1.3,	2,	0,	2,	SH( K&S:H/B:SK6621/01;W/C:SK6621/01 );每個BLOCK有1直15橫共15顆Die;2020/01/19;流水序號已到W002;H002,	Bottom die 3.536*1.304mm;Top die 11.300*,	15,	1,	15,	SK6621/01,	SK6621/01,	H002,	W002,	NA,	NA,
	A0801CB1250,	FBGA-84UC2H,	,	,	,	55X50,	37,	0,	37,	SH (UTC-2000 :熱板SK3390/02 ; 壓板SK3390/04);每個BLOCK有5直4橫共20Die;2020/02/19;流水序號已到H037; W037,	2.810X3.330X8MIL; SUPPORT BAR 0.50MM,	4,	5,	20,	SK3390/02,	SK3390/04,	H037,	W037,	NA,	NA,
	A0803CB0568,	TSOP1-48L,	,	,	,	348*253mil,	2,	0,	2,	SH( K&S:H/B:SK6614/01;W/C:SK6614/01);每個BLOCK有1直3橫共3顆Die;2020/01/15;流水序號已到W002;H002,	348*253mil,	1,	3,	3,	SK6614/01,	SK6614/01,	H002,	W002,	NA,	NA,
	A0803CB1154,	TSOP1-48L,	,	,	,	220*272 mil,	2,	0,	2,	SH( K&S:H/B:SK6613/01;W/C:SK6613/01);每個BLOCK有1直3橫共3顆Die;2020/01/15;流水序號已到W002;H002,	220*272 mil,	1,	3,	3,	SK6613/01,	SK6613/01,	H002,	W002,	NA,	NA,
	A0803CB1151,	TSOP1-48L,	,	,	,	258*334 mil,	2,	0,	2,	SH( K&S:H/B:SK6610/01;W/C:SK6610/01);每個BLOCK有1直3橫共3顆Die;2020/01/15;流水序號已到W002;H002,	258*334 mil,	1,	3,	3,	SK6610/01,	SK6610/01,	H002,	W002,	NA,	NA,
	A0803CB1152,	TSOP1-48L,	,	,	,	428*512mil,	2,	0,	2,	SH( K&S:H/B:SK6611/01;W/C:SK6611/01);每個BLOCK有1直3橫共3顆Die;2020/01/17;流水序號已到W002;H002,	428*512mil,	1,	3,	3,	SK6611/01,	SK6611/01,	H002,	W002,	NA,	NA,
	A0803CB0730,	TSOP1-48L,	,	,	,	315*358mil,	2,	0,	2,	SH( K&S:H/B:SK6615/01;W/C:SK6615 /01);每個BLOCK有1直3橫共3顆Die;2020/01/17;流水序號已到W002;H002,	315*358mil,	1,	3,	3,	SK6615/01,	SK6615/01,	H002,	W002,	NA,	NA,
	A0803CB1156,	TSOP1-48L,	,	,	,	348*253mil,	2,	0,	2,	SH( K&S:H/B:SK6612/01;W/C:SK6612/01);每個BLOCK有1直3橫共3顆Die;2020/01/17;流水序號已到W002;H002,	348*253mil,	1,	3,	3,	SK6612/01,	SK6612/01,	H002,	W002,	NA,	NA,
	A0803CB0564,	TSOP1-48L,	,	,	,	348*408mil,	2,	0,	2,	SH(K&S:H/B:SK6616/01;W/C:SK6616/01);每個BLOCK有1直3橫共3顆Die;2020/01/17;流水序號已到W002;H002,	348*408mil,	1,	3,	3,	SK6616/01,	SK6616/01,	H002,	W002,	NA,	NA,
	A0803CB1274,	STBGA,	,	,	,	18*12,	2,	0,	2,	SH( K&S:H/B:SK6622/01;W/C:SK6622/01 );每個BLOCK有1直5橫共5顆Die;2020/01;流水序號已到W002;H002,	18*12,	1,	5,	5,	SK6622/01,	SK6622/02,	H002,	W002,	NA,	NA,
	A0801CB1342,	VFBGA-60L,	,	,	,	,	2,	0,	2,	SH (UTC-2000/S : SK3450/01) ; 每個BLOCK有2直8橫共16顆Die ; 2021/4/19;流水序號已到H002;W002,	7.000x4.670,	2,	8,	16,	SK3450/01,	SK3450/01,	H002,	W002,	NA,	NA,
	A0803CB1265,	FBGA 96L,	,	,	,	 9*13,	17,	0,	17,	SH(K&S:H/B:SK6860/01;W/C:SK6860/01 );每個BLOCK有5直5橫共25顆Die;2021/04/22;流水序號已到W017;H017，熹力17套已報廢,	 9*13,	5,	5,	25,	SK6860/01,	SK6860/01,	H017,	W017,	NA,	NA,
	A0803CB1249,	FBGA-96L,	,	,	,	4*6*0.73mm,	5,	0,	5,	SH( K&S:H/B:193403/01;W/C:193403/01);每個BLOCK有5直11橫共55顆Die;2020/03/09;流水序號已到W405; H405,	81*137 mil & 105 um,	5,	11,	55,	193403/01,	193403/01,	H405,	W405,	NA,	NA,
	A0803CB1127,	FBGA 96 L,	,	,	,	7.5X13X1.2,	8,	0,	8,	SH( K&S:H/B:SK6529.2/01;W/C:SK6529.1/01);每個BLOCK有5直5橫共25顆Die;2020/2/17;流水序號已到W008; H008,	206*257mil & 250 um,	5,	5,	25,	SK6529.2/01,	SK6529.1/01,	H008,	W008,	NA,	NA,
	A0803CB1189,	24L Stacked BGA,	,	,	,	6*8*1.2 mm,	2,	0,	2,	SH( K&S:H/B:SK6419.2/01;W/C:SK6419.1/01);每個BLOCK有5直5橫共25顆Die;2020/2/17;流水序號已到W002; H002,	50*60 mil,	3,	6,	18,	SK6419.2/01,	SK6419.1/01,	H008,	W008,	NA,	NA,
	A0803CB1180,	TSOP2-66CME2,	,	,	,	400*875 mil,	1,	0,	1,	SH( K&S:H/B:SK6402.2/01;W/C:SK6402.1/01);每個BLOCK有1直3橫共3顆Die;2020/2/17;流水序號已到W001; H001,	86*151 mil,	1,	3,	3,	SK6419.2/01,	SK6419.1/01,	H001,	W001,	NA,	NA,
	A0801CB1224,	STBGA153L,	,	,	,	193*475,	2,	2,	2,	SH (UTC-2000:SK3407/01)每個BLOCK有1直5橫共5 Die;2020/02/20;流水序號已到H002;W002,	39*138 + 193*475,	1,	5,	5,	SK3407/01,	SK3407/01,	H002,	W002,	10420,	2265,
	A0803CB1278,	SOP 8L,	,	,	,	,	21,	0,	21,	SH( K&S:H/B:SK6600/01;W/C:SK6600/01 );每個BLOCK有2直6橫共12顆Die;2021/03/26; 流水序號已到W023;H024,	,	2,	6,	12,	SK6633/02,	SK6633/02,	H024,	W023,	NA,	NA,
	A0801CB1328,	,	,	,	,	379*305mil,	2,	0,	2,	SH (UTC-2000 : SK3438/01);每個BLOCK有1直3橫共3Die;2021/04/23;流水序號已到H002; W002,	223*142mil,	1,	3,	3,	SK3438/01,	SK3438/01,	H002,	W002,	2140,	2480,
	A0803CB1343,	TSOP1-48/48M,	,	,	,	103*58 mil^2,	18,	0,	18,	SH( K&S:H/B:SK6865/01;W/C:SK6865/01);每個BLOCK有1直3橫共3顆Die;2021/08/13;流水序號已到W018;H018,	103*58 mil^2,	1,	3,	3,	SK6865/01,	SK6865/01,	H018,	W018,	NA,	NA,
	A0803CB1281,	QFN 10L,	,	,	,	39*39mil,	2,	0,	2,	SH( K&S:H/B:SK6643/01;W/C:SK6643/01 );每個BLOCK有1直29橫共29顆Die;2020/03/16;流水序號已到W002;H002,	24*28mil,	1,	29,	29,	SK6643/01,	SK6643/01,	H002,	W002,	NA,	NA,
	A0803CB1280,	FBGA-78L,	,	,	,	7.5X10.5X1.0mm,	2,	0,	2,	SH( K&S:H/B:SK6642/01;W/C:SK6642/01 );每個BLOCK有5直6橫共30顆Die;2020/03/18;流水序號已到W002;H002,	7.5X10.5X1.0mm,	5,	6,	30,	SK6642/01,	SK6642/01,	H002,	W002,	,	,
	A0803CB1283,	LGA 22L,	,	,	,	11.300*2.970mm,	2,	0,	2,	SH( K&S:H/B:SK6650/01;W/C:SK6650/01 );每個BLOCK有1直15橫共15顆Die;2020/03/23;流水序號已到W002;H002,	11.300*2.970mm,	1,	15,	15,	SK6650/01,	SK6650/01,	H002,	W002,	NA,	NA,
	A0803CB1284,	LGA 24L,	,	,	,	6.870*5.230mm,	2,	0,	2,	SH( K&S:H/B:SK6651/01;W/C:SK6651/01 );每個BLOCK有4直7橫共28顆Die;2020/03/23;流水序號已到W002;H002,	6.870*5.230mm,	4,	7,	28,	SK6651/01,	SK6651/01,	H002,	W002,	NA,	NA,
	A0801CB1285,	STBGA345L,	,	,	,	,	25,	0,	25,	SH (UTC : SK3408/01);每個BLOCK有1直4橫共4顆Die ;2020/11/11;流水序號已到H007; W007;2021/12/21;W025;H025,	254x495 mil,	1,	4,	4,	SK3408/01,	SK3408/01,	H025,	W025,	2265,	8970,
	A0803CB1282,	STBGA,	,	,	,	12*18,	2,	0,	2,	SH( K&S:H/B:SK6645/01;W/C:SK6645/01 );每個BLOCK有1直3橫共3顆Die;2020/04/7;流水序號已到W002;H002,	12*18,	1,	3,	3,	SK6645/01,	SK6645/01,	H002,	W002,	NA,	NA,
	A0801CB1264,	078EPMS001,	,	,	,	9x11x1.2,	54,	0,	54,	SH (UTC-2000 : SK3452/01);每個BLOCK有6直5橫共30顆Die ;2022/02/24 流水序號已到H054; W054 (原熹力44套異常報廢),	8.340mmx7.902mm(328milx311mil)x8mil,	6,	6,	36,	SK3452/01,	SK3452/01,	H054,	W054,	NA,	NA,
	A0803CB1290,	LGA 44L,	,	,	,	9.6*9.6*0.655mm,	2,	0,	2,	SH( K&S:H/B:SK6664/01;W/C:SK6664/01 );每個BLOCK有1直7橫共7顆Die;2020/04/16;流水序號已到W002;H002,	5.562*5.624mm,	1,	7,	7,	SK6664/01,	SK6664/01,	H002,	W002,	NA,	NA,
	A0803CB1248,	STBGA200L,	,	,	,	10x14.5x0.95mm,	22,	0,	22,	SH( K&S:H/B:SK6657/01;W/C:SK6657/01 );每個BLOCK有1直7橫共7顆Die;2020/10/23;流水序號已到W022;H022,	5.390x10.000mm,	2,	4,	8,	SK6657/01,	SK6657/01,	H022,	W022,	NA,	NA,
	A0801CB1205,	STBGA-96L,	,	,	,	,	4,	0,	4,	SH (UTC-2000 : SK3357/01);每個BLOCK有1直5橫共5Die;2020/9/22;流水序號已到H004; W004,	6.524mmx7.780mm(257milx306mil),	1,	5,	5,	SK3357/01,	SK3357/01,	H004,	W004,	,	,
	A0803CB1287,	StackBGA 221L,	,	,	,	11.5X13X1.0mm,	2,	0,	2,	SH( K&S:H/B:SK6656/01;W/C:SK6656/01 );每個BLOCK有1直5橫共5顆Die;2020/04/17;流水序號已到W002;H002,	11.5X13X1.0mm,	1,	5,	5,	SK6656/01,	SK6656/01,	H002,	W002,	NA,	NA,
	A0803CB1286,	0086BEU004,	,	,	,	11*15,	51,	0,	51,	SH( K&S:H/B:SK6654/01;W/C:SK6654/01 );每個BLOCK有2直4橫共8顆Die;2020/12/03;流水序號已到W051;H051,	6.967*12.284mm,	2,	4,	8,	SK6654/01,	SK6654/01,	H051,	W051,	NA,	NA,
	A0803CB0748,	STBGA 152L,	,	,	,	613*511 mil,	3,	0,	3,	SH( K&S:H/B:SK6185/01;W/C:SK6185/01 );每個BLOCK有2直3橫共6顆Die;2020/04/22;流水序號已到W003;H003,	613*511 mil,	2,	3,	6,	SK6185/01,	SK6185/01,	H003,	W003,	NA,	NA,
	A0801CB1274,	STBGA153G4V,	,	,	,	,	2,	2,	2,	SH (UTC-2000:SK3406/01)每個BLOCK有1直5橫共5 Die;2020/02/20;流水序號已到H002;W002,	12.175 x 6.286mm & 60um * 8,	1,	5,	5,	SK3406/01,	SK3406/01,	H002,	W002,	13150,	2265,
	A0801CB1257,	FBGA-96L,	,	,	,	8.050mmx6.465mm,	20,	0,	20,	SH (UTC-2000 : SK3399/01);每個BLOCK有5直5橫共25Die;2020/7/15流水序號已到H020; W020 無support bar,	8.050mmx6.465mm,	5,	5,	25,	SK3399/01,	SK3399/01,	H020,	W020,	,	,
	A0801CB1260,	FBGA-60L,	,	,	,	8.050mmx6.465mm,	10,	0,	10,	SH (UTC-2000 : SK3400/01);每個BLOCK有7直4橫共28Die;2020/5/22;流水序號已到H010; W010 無support bar,	2.810mmx3.330mm(111milx131mil)x8mil,	7,	4,	28,	SK3400/01,	SK3400/01,	H010,	W010,	,	,
	A0801CB0001,	TSOP 2-54,	,	,	,	226*436mil,	6,	0,	0,	64M ( 0.2微米製程晶片 ; Die厚度15 mil ) ; 1999 ; UTC-300 H/B 24 Set,	64M ( 0.2微米製程晶片 ; Die厚度15 mil ),	1,	1,	1,	NA,	NA,	H006,	W006,	2450,	1950,
	A0801CB1265,	096EFMS001,	,	,	,	9x13x1.2,	32,	0,	32,	SH (UTC-2000 : SK3453/01);每個BLOCK有5直5橫共25顆Die ;2021/6/18 流水序號已到H032; W032 (原熹力32套異常報廢),	8.340mmx7.902mm(328milx311mil)x8mil,	5,	5,	25,	SK3453/01,	SK3453/01,	H032,	W032,	NA,	NA,
	A0803CB1292,	TSOP1-48,	,	,	,	5.326*12.688mm,	2,	0,	2,	SH( K&S:H/B:SK6670/01;W/C:SK6670/01 );每個BLOCK有1直3橫共3顆Die;2020/05/11;流水序號已到W002;H002,	5.326*12.688mm,	1,	3,	3,	SK6670/01,	SK6670/01,	H002,	W002,	NA,	NA,
	A0801CB1292,	TSOP1-48,	,	,	,	,	2,	0,	2,	SH (UTC-2000 : SK3410/01);每個BLOCK有1直3橫共3Die;2020/05/11;流水序號已到H002; W002,	273*432 mil^2,	1,	3,	3,	SK3410/01,	SK3410/01,	H002,	W002,	2905,	2495,
	A0801CB1296,	TSOP1-48,	,	,	,	,	2,	0,	2,	SH (UTC-2000 : SK3411/01);每個BLOCK有1直3橫共3Die;2020/05/18;流水序號已到H002; W002,	B05A 304*313 mil^2 ; B17A 313*547 mil^2,	1,	3,	3,	SK3411/01,	SK3411/01,	H002,	W002,	2155,	2495,
	A0801CB1293,	TSOP2-66/54,	,	,	,	,	10,	0,	10,	SH (UTC-2000 : SK3409/01);每個BLOCK有1直3橫共3Die;2020/11/24;流水序號已到H010; W010,	153*151 mil^2,	1,	3,	3,	SK3409/01,	SK3409/01,	H010,	W010,	,	,
	A0803CB1288,	SOP 8L,	,	,	,	,	1,	0,	1,	SH( K&S:H/B:SK6655/01;W/C:SK6655/01 );每個BLOCK有4直6橫共24顆Die;2020/05/10;流水序號已到W001;H001,	,	4,	6,	24,	SK6655/01,	SK6655/01,	H001,	W001,	NA,	NA,
	A0803CB1344,	LGA 34L,	,	,	,	14*6*0.65mm,	2,	0,	2,	K&S:H/B:SK6866/01;W/C:SK6866/01 );每個BLOCK有2直11橫共22顆Die;2021/05/12;流水序號已到W002;H002,	14*6*0.65mm,	2,	11,	22,	SK6866/01,	SK6866/01,	H002,	W002,	NA,	NA,
	A0803CB1295,	STBGA 132L,	,	,	,	18*12mm,	82,	0,	82,	SH( K&S:H/B:SK6675/01;W/C:SK6675/01 );每個BLOCK有1直5橫共5顆Die;2020/10/27;流水序號已到W082;H082,	18*12mm,	1,	5,	5,	SK6675/01,	SK6675/01,	H082,	W082,	NA,	NA,
	A0803CB1296,	TSOP1-48,	,	,	,	B05A 304*313mil,	2,	0,	2,	SH( K&S:H/B:SK6680/01;W/C:SK6680/01 );每個BLOCK有1直3橫共3顆Die;2020/05/22;流水序號已到W002;H002,	B05A 304*313mil,	1,	3,	3,	SK6680/01,	SK6680/01,	H002,	W002,	NA,	NA,
	A0803CB1299,	LGA 22L,	,	,	,	11.300*2.970mm,	2,	0,	2,	SH( K&S:H/B:SK6686/01;W/C:SK6686/01 );每個BLOCK有1直15橫共15顆Die;2020/06/04;流水序號已到W002;H002,	11.300*2.970mm,	1,	15,	15,	SK6686/01,	SK6686/01,	H002,	W002,	NA,	NA,
	A0801CB1300,	FBGA-96L,	,	,	,	6.490mmx7.680mm,	2,	0,	2,	SH (UTC-2000 : SK3413/01);每個BLOCK有5直5橫共25Die;2020/06/10;流水序號已到H002; W002,	7.5x13x1.2;6.490mmx7.680mm(256milx302mil,	5,	5,	25,	SK3413.2/01,	SK3413.1/01,	H002,	W002,	NA,	NA,
	A0803CB1297,	TSOP1-48L,	,	,	,	160*170mil,	2,	0,	2,	SH( K&S:H/B:SK6684/01;W/C:SK6684/01 );每個BLOCK有1直2橫共2顆Die;2020/07/06;流水序號已到W002;H002,	87*103mil/160*170mil,	1,	2,	2,	SK6684/01,	SK6684/01,	H002,	W002,	NA,	NA,
	A0803CB1298,	TSOP1-48L,	,	,	,	195*189mil,	2,	0,	2,	SH( K&S:H/B:SK6685/01;W/C:SK6685/01 );每個BLOCK有1直3橫共3顆Die;2020/07/06;流水序號已到W002;H002,	103*87mil/195*189mil,	1,	3,	3,	SK6685/01,	SK6685/01,	H002,	W002,	NA,	NA,
	A0803CB0324,	TSOP2-44L,	,	,	,	328*186 mil,	2,	0,	2,	SH( K&S:H/B:SK6697/01;W/C:SK6697/01 );每個BLOCK有1直3橫共3顆Die;2020/07/09;流水序號已到W002;H002,	328*186 mil,	1,	3,	3,	SK6697/01,	SK6697/01,	H002,	W002,	NA,	NA,
	A0803CB1155,	TSOP1-48L,	,	,	,	294*319mil,	2,	0,	2,	SH( K&S:H/B:SK6692/01;W/C:SK6692/01 );每個BLOCK有1直3橫共3顆Die;2020/07/10;流水序號已到W002;H002,	284*329mil/294*319mil,	1,	3,	3,	SK6692/01,	SK6692/01,	H002,	W002,	NA,	NA,
	A0803CB1138,	TSOP2-54,	,	,	,	355*177mil,	2,	0,	2,	SH( K&S:H/B:SK6687/01;W/C:SK6687/01 );每個BLOCK有1直3橫共3顆Die;2020/07/13;流水序號已到W002;H002,	335*157mil/355*177mil,	1,	3,	3,	SK6687/01,	SK6687/01,	H002,	W002,	NA,	NA,
	A0801CB1303,	TSOP2-44CM,	,	,	,	,	2,	0,	2,	SH (UTC-2000 : SK3415/01);每個BLOCK有1直3橫共3Die;2020/07/22;流水序號已到H002; W002,	294*201 mil,	1,	3,	3,	SK3415/01,	SK3415/01,	H002,	W002,	2155,	2495,
	A0803CB1301,	TSOP II 44L,	,	,	,	313*221mil,	2,	0,	2,	SH( K&S:H/B:SK6699/01;W/C:SK6699/01 );每個BLOCK有1直3橫共3顆Die;2020/07/23;流水序號已到W002;H002,	294*201mil/313*221mil,	1,	3,	3,	SK6699/01,	SK6699/01,	H002,	W002,	NA,	NA,
	A0801CB1305,	STBGA84J8U,	,	,	,	,	2,	2,	2,	SH (UTC : SK3417/01);每個BLOCK有1直5橫共5顆Die ;2020/07/28;流水序號已到H002; W002,	119*294mil,	1,	5,	5,	SK3417/01,	SK3417/01,	H002,	W002,	,	,
	A0803CB0874,	TSOP1-48L,	,	,	,	461*325mil,	2,	0,	2,	SH( K&S:H/B:SK6725/01;W/C:SK6725/01 );每個BLOCK有1直3橫共3顆Die;2020/08/25;流水序號已到W002;H002,	461*325mil,	1,	3,	3,	SK6725/01,	SK6725/01,	H002,	W002,	NA,	NA,
	A0801CB1211,	STBGA-96L,	,	,	,	,	4,	0,	4,	SH (UTC : SK3362/01);每個BLOCK有5直5橫共25顆Die ;2020/9/22;流水序號已到H004; W004,	6.524mmx7.780mm(257milx306mil)x18.1mil,	5,	5,	25,	SK3362/01,	SK3362/01,	H004,	W004,	NA,	NA,
	A0801CB1237,	,	,	,	,	255*375mil,	1,	0,	1,	SH (UTC-2000:壓板SK3423/02 ; 熱板)每個BLOCK有1直3橫共3 Die;2020/09/15;流水序號已到H001;W002,	255*375mil,	1,	3,	3,	SK3423/01,	SK3423/02,	H001,	W002,	2155,	2480,
	A0801CB1311,	,	,	,	,	,	1,	0,	1,	SH (UTC-2000 : SK3421/01);每個BLOCK有1直3橫共3Die;2020/09/21;流水序號已到H001; W001,	217*200 mil,	1,	3,	3,	SK3421/01,	SK3421/01,	H001,	W001,	2155,	2495,
	A0803CB1316,	LGA 44L,	,	,	,	3.500*2.614mm,	2,	0,	2,	K&s:H/B:SK6756/01;W/C:SK6756/01 );每個BLOCK有10直16橫共160顆Die;2020/09/28;流水序號已到W002;H002,	5.3*4.0*0.3mm,	16,	10,	160,	SK6756/01,	SK6756/01,	H002,	W002,	NA,	NA,
	A0801CB1317,	FBGA-84L,	,	,	,	NA,	2,	0,	2,	正反打線WB1 heat block SH (UTC-2000 : SK3424/01);每個BLOCK有5直5橫共25Die;2020/10/05;流水序號已到H002; W002,	3.003mmx7.455mm(119milx294mil)x325um,	5,	5,	25,	SK3424.2/01,	SK3424.1/01,	H002,	W002,	NA,	NA,
	A0801CB1318,	FBGA-84L,	,	,	,	NA,	2,	0,	2,	正反打線WB2 heat block SH (UTC-2000 : SK3425/01);每個BLOCK有1直5橫共5Die;2020/10/05;流水序號已到H002; W002,	3.003mmx7.455mm(119milx294mil),	1,	5,	5,	SK3425.2/01,	SK3425.1/01,	H002,	W002,	NA,	NA,
	A0801CB1307,	FBGA-96L,	,	,	,	NA,	30,	0,	30,	SH (UTC-2000 : SK3418/01);每個BLOCK有5直5橫共25Die;2021/9/2;流水序號已到H030; W030,	2.550mmx6.440mm(100milx254mil)x8mil,	5,	5,	25,	SK3418.2/01,	SK3418.1/01,	H030,	W030,	NA,	NA,
	A0801CB1304,	FBGA-96L,	,	,	,	NA,	2,	0,	2,	heat block SH (UTC-2000 : SK3416/01);每個BLOCK有5直5橫共5Die;2020/10/05;流水序號已到H002; W002,	6.386mmx5.572mm(251milx219mil)x200um,	5,	5,	25,	SK3416.2/01,	SK3416.1/01,	H002,	W002,	NA,	NA,
	A0801CB1302,	FBGA-78L,	,	,	,	NA,	2,	0,	2,	heat block SH (UTC-2000 : SK3414/01);每個BLOCK有1直4橫共5Die;2020/10/05;流水序號已到H002; W002,	0.681mmx14.236mm(421milx560mil)x200um,	1,	4,	4,	SK3414.2/01,	SK3414.1/01,	H002,	W002,	NA,	NA,
	A0803CB1313,	FBGA-84UC,	,	,	,	8*12.5*1.2 mm,	30,	0,	30,	SH( K&S:H/B:SK6752/01;W/C:SK6752/01 );每個BLOCK有4直5橫共20顆Die;2021/05/18;流水序號已到W030;H030,	8*12.5*1.2 mm,	4,	5,	20,	SK6752/01,	SK6752/01,	H030,	W030,	NA,	NA,
	A0803CB1315,	DFN 8L,	,	,	,	24*28mil,	22,	0,	22,	SH(K&S:H/B:SK6755/01;W/C:SK6755/01 );每個BLOCK有1直25橫共25顆Die;2020/10/29;流水序號已到W022;H022,	24*28mil,	1,	25,	25,	SK6755/01,	SK6755/01,	H022,	W022,	NA,	NA,
	A0801CB1309,	FBGAS-84UC,	,	,	,	,	2,	2,	2,	SH (UTC-2000 : SK3427/01);每個BLOCK有1直5橫共5Die;2020/10/27;流水序號已到H002; W002,	3.033*7.455mm / 150um + 75um(+20um),	4,	5,	20,	SK3427/01,	SK3427/01,	H002,	W002,	,	,
	A0801CB1310,	FBGAS-84UC,	,	,	,	,	2,	2,	2,	SH (UTC-2000 : SK3428/01);每個BLOCK有1直5橫共5Die;2020/10/27;流水序號已到H002; W002,	3.033*7.455mm / 150um + 75um(+20um),	1,	5,	5,	SK3428/01,	SK3428/01,	H002,	W002,	,	,
	A0803CB1307,	FBGA-96L,	,	,	,	7.5x13x1.0,	2,	0,	2,	K&S:H/B:SK6753/01;W/C:SK6753/01 );每個BLOCK有5直5橫共25顆Die;2020/10/26;流水序號已到W002;H002,	7.5x13x1.0,	5,	5,	25,	SK6753/01,	SK6753/01,	H002,	W002,	NA,	NA,
	A0801CB1312,	,	,	,	,	,	2,	2,	2,	SH (UTC-2000 : SK3426/01);每個BLOCK有1直5橫共5Die;2020/10/27;流水序號已到H002; W002,	5.572*6.386mm / 110um*2,	4,	5,	20,	SK3426/01,	SK3426/01,	H002,	W002,	,	,
	A0801CB1314,	MBGA36Q3L,	,	,	,	,	2,	2,	2,	SH (UTC-2000 : SK3429/01);每個BLOCK有1直5橫共5Die;2020/10/27;流水序號已到H002; W002,	2.800*2.950mm / 200um,	3,	10,	30,	SK3429/01,	SK3429/01,	H002,	W002,	,	,
	A0803CB0655,	TSOP1-48L,	,	,	,	652*441 mil,	22,	0,	22,	SH( K&S:H/B:SK6766/01;W/C:SK6766/01 );每個BLOCK有1直2橫共2顆Die;2020/12/18;流水序號已到W022;H022,	652*441 mil,	1,	2,	2,	SK6766/01,	SK6766/01,	H022,	W022,	NA,	NA,
	A0803CB1294,	STBGA 153L,	,	,	,	11.5*13mm,	82,	0,	82,	SH( K&S:H/B:SK6670/01;W/C:SK6670/01 );每個BLOCK有1直3橫共3顆Die;2021/05/18;流水序號已到W083;H083,	11.5*13mm,	1,	5,	5,	SK6674/01,	SK6674/01,	H083,	W083,	NA,	NA,
