,Unnamed: 0,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans,CR,start_time_adj,end_time_adj
134,134,AAS178NN2001A,AAB008YM2036A,-5190.0,BB925,"CWN,SC",R14ASAR01,R14ABPW05,BB925_1,-5310.0,2022-04-02 15:35:00,2022-04-02 17:35:00,7617.08,2022-04-02 15:35:00,2022-04-02 17:35:00
135,135,AAB008YM2036A,AAW008Y62019A,1852.837925,BB925,"CWN,SC",R14ABPZ02,R14AWBY02,BB925_3,1732.837925,2022-04-07 12:57:50,2022-04-07 14:57:50,7619.97,2022-04-07 12:57:50,2022-04-07 14:57:50
136,136,AYZ066TS1001A,AAB008YQ2014A,280.0,BB929,MC,R14YZA418,R14ABPQ06,BB929_1,196.0,2022-04-06 11:21:00,2022-04-06 12:45:00,7617.08,2022-04-06 11:21:00,2022-04-06 12:45:00
137,137,AAB008YQ3021A,AAB008YM2036A,493.0,BB930,MC,R14ABKR09,R14ABPV11,BB930_1,409.0,2022-04-06 14:54:00,2022-04-06 16:18:00,7617.08,2022-04-06 14:54:00,2022-04-06 16:18:00
138,138,AAB008YM2025A,AAB008YM2023A,363.0,BB932,MC,R14ABMG08,R15ABAG13,BB932_1,279.0,2022-04-06 12:44:00,2022-04-06 14:08:00,7617.5,2022-04-06 12:44:00,2022-04-06 14:08:00
139,139,AAW008Y62010C,AAB008Y62014A,336.0,BB933,MC,R14AWBW04,R14ABRB02,BB933_1,252.0,2022-04-06 12:17:00,2022-04-06 13:41:00,7617.15,2022-04-06 12:17:00,2022-04-06 13:41:00
140,140,AAW008Y62010C,AAB008Y62014A,693.01578,BB938,"CWN,MC",R14AWBW05,R14ABR701,BB938_2,579.01578,2022-04-06 17:44:00,2022-04-06 19:38:00,7617.15,2022-04-06 17:44:00,2022-04-06 19:38:00
141,141,ASS153XT9007A,AHQ0442J3006A,428.0,BBA01,MC,R14SSEB31,R14HQDX11,BBA01_1,344.0,2022-04-06 13:49:00,2022-04-06 15:13:00,7617.08,2022-04-06 13:49:00,2022-04-06 15:13:00
142,142,ASS153XT9007A,AHQ0442J3006A,64.0,BBA09,MC,R14SSEB23,R14HQE515,BBA09_1,-20.0,2022-04-06 07:45:00,2022-04-06 09:09:00,7617.08,2022-04-06 07:45:00,2022-04-06 09:09:00
143,143,ASS153XT9007A,AHQ0442J3006A,129.0,BBA11,MC,R14SSEB18,R14HQE513,BBA11_1,45.0,2022-04-06 08:50:00,2022-04-06 10:14:00,7617.08,2022-04-06 08:50:00,2022-04-06 10:14:00
